trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,2.021071099999972,9.841779400001542,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
,,,,,,,9.841779400001542,None,9.841779400001542,None,11.893494899999496,None,space,0,0.819762000002811,11.893494899999496,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
,,,,,,,,,,,,,,,,,,12.74401030000081,None,space,1,1.142545099999552,12.74401030000081,None,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
,,,,,,,,,,,,,,,,,,,,,,,,,13.912400400000479,None,space,1,0.6637472000002163,13.912400400000479,None,,,,,,,,,,,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.612993119999011,None,0,9.050208100001328,14.615232100000867,None,14.615232100000867,None,14.615232100000867,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.722060129999957,None,1,0.7084875000000466,23.716426999999385,None,23.716426999999385,None,23.716426999999385,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
2,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.456519619999746,None,1,0.36230970000178786,24.45710400000098,None,24.45710400000098,None,24.45710400000098,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
3,0.3,0.050118723362727234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85670122000156,None,1,1.4966361000006145,24.85902100000021,None,24.85902100000021,None,24.85902100000021,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
4,0.3,0.025118864315095805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.391705520001416,None,1,0.8279794000009133,26.393308099999558,None,26.393308099999558,None,26.393308099999558,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
5,0.3,0.012589254117941675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.258985220001342,None,1,1.3537613000007696,27.260762400001113,None,27.260762400001113,None,27.260762400001113,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
6,0.3,0.006309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.66059441999969,None,1,0.7045358000032138,28.662058500001876,None,28.662058500001876,None,28.662058500001876,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
7,0.2,0.0031622776601683803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.411223520002387,None,0,0.9909122999997635,29.412472899999557,None,29.412472899999557,None,29.412472899999557,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
8,0.2,0.005011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.44542612000223,None,0,1.9596700000001874,30.44677220000085,None,30.44677220000085,None,30.44677220000085,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
9,0.2,0.007943282347242819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.44747441999934,None,1,1.5257399999973131,32.44872730000134,None,32.44872730000134,None,32.44872730000134,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
10,0.1,0.005011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0156253200017,None,0,1.0979010999981256,34.01616970000032,None,34.01616970000032,None,34.01616970000032,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
11,0.1,0.0063095734448019355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15038541999965,None,1,5.404449800000293,35.15203620000102,None,35.15203620000102,None,35.15203620000102,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
12,0.05,0.005011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.589111319999205,None,0,1.985041399999318,40.59206140000242,None,40.59206140000242,None,40.59206140000242,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
13,0.05,0.005623413251903493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.624070020001085,None,0,2.686769500000082,42.624384500002634,None,42.624384500002634,None,42.624384500002634,None,,001,2020_Nov_02_1707,headphone_calibration,2020.2.4,59.91981530383016,
