press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
28.227139199967496,None,28.227139199967496,None,space,1,2.492571000009775,28.227139199967496,None,,001,2020_Oct_20_1651,headphone_calibration_check,2020.2.4,59.9344676424944,
