trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.6980928999837488,17.0537667000317,None,,,,,,,,,,,,,,001,2020_Oct_19_1613,headphone_calibration,2020.1.3,59.818916183870456,
,,,,,,,17.0537667000317,None,98.16812842001673,None,1,1.3952911000233144,98.16805740003474,None,98.16805740003474,None,98.16805740003474,None,,,,,,,
