trials.thisTrialN,trials.stepSize,trials.intensity,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,29.533242399978917,None,space,1.9939878999721259,29.533242399978917,None,,0.2,001,2020_Oct_19_1507,temp,2020.1.3,None,
