desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,10.926450000028126,None,10.926450000028126,None,space,1,0.8228334000450559,10.926450000028126,None,,,,,,,,,,,,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
30,0,0,0,0,,,,,,,,,,11.807362199993804,None,11.807362199993804,None,11.816613219992723,None,space,1,0.5041040999931283,11.807362199993804,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
35,0,1,1,1,,,,,,,,,,12.332331800018437,None,12.332331800018437,None,12.332543429982616,None,space,1,0.18950340000446886,12.332331800018437,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
40,0,2,2,2,,,,,,,,,,12.548814999987371,None,12.548814999987371,None,12.549104030017043,None,space,1,0.127804699994158,12.548814999987371,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
45,0,3,3,3,,,,,,,,,,12.698959200002719,None,12.698959200002719,None,12.698915530001978,None,space,1,0.11646499997004867,12.698959200002719,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
50,0,4,4,4,,,,,,,,,,12.832143899984658,None,12.832143899984658,None,12.831972630001838,None,space,1,0.1291749000083655,12.832143899984658,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
55,0,5,5,5,,,,,,,,,,12.982056499982718,None,12.982056499982718,None,12.981971030012938,None,space,1,0.11453150003217161,12.982056499982718,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
60,0,6,6,6,,,,,,,,,,13.115044899983332,None,13.115044899983332,None,13.114797330001602,None,space,1,0.11910050001461059,13.115044899983332,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
65,0,7,7,7,,,,,,,,,,13.265003799984697,None,13.265003799984697,None,13.265029129985487,None,space,1,0.11134469998069108,13.265003799984697,None,,,1,2020_Oct_21_0920,headphone_calibration_check,2020.2.4,60.05324319836377,
