trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.32039670000085607,8.00479399994947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
,,,,,,,8.00479399994947,None,8.35530789999757,None,space,0,0.4141446999856271,8.35530789999757,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
,,,,,,,,,,,,,,,,8.787838399992324,None,space,1,0.3467254000133835,8.787838399992324,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
,,,,,,,,,,,,,,,,,,,,,,,9.154617199965287,None,space,1,0.268046899989713,9.154617199965287,None,,,,,,,,,,,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.454857659997652,None,0,1.498403600009624,9.453847599972505,None,9.453847599972505,None,9.453847599972505,None,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.968945459992392,None,0,0.31699009996373206,10.971799999999348,None,10.971799999999348,None,10.971799999999348,None,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.319036959967343,None,0,0.15620260004652664,11.31921709998278,None,11.31921709998278,None,11.31921709998278,None,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50219325995422,None,0,0.11812040000222623,11.502084599982481,None,11.502084599982481,None,11.502084599982481,None,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.65198555996758,None,0,0.11095980001846328,11.651666999969166,None,11.651666999969166,None,11.651666999969166,None,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
5,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.785031559999334,None,0,0.11520120000932366,11.785061299975496,None,11.785061299975496,None,11.785061299975496,None,,001,2020_Oct_20_1431,headphone_calibration,2020.1.3,60.06110615924069,
