desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,14.988526600000114,None,14.988526600000114,None,space,1,0.8868833999999879,14.988526600000114,None,,,,,,,,,,,,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
30,0,0,0,0,,,,,,,,,,15.961553699999968,None,15.961553699999968,None,15.956075320000037,None,space,1,0.2945964999998978,15.961553699999968,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
35,0,1,1,1,,,,,,,,,,16.27336009999999,None,16.27336009999999,None,16.273728730000176,None,space,1,0.23384870000018054,16.27336009999999,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
40,0,2,2,2,,,,,,,,,,16.523224300000038,None,16.523224300000038,None,16.52328913000024,None,space,1,0.15189820000023246,16.523224300000038,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
45,0,3,3,3,,,,,,,,,,16.706991800000196,None,16.706991800000196,None,16.706878630000165,None,space,1,0.1037186000003203,16.706991800000196,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
50,0,4,4,4,,,,,,,,,,16.84031640000012,None,16.84031640000012,None,16.840484230000175,None,space,1,2.2308035000000928,16.84031640000012,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
55,0,5,5,5,,,,,,,,,,19.092507599999863,None,19.092507599999863,None,19.092556930000274,None,space,1,0.7863328000003094,19.092507599999863,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
60,0,6,6,6,,,,,,,,,,19.911254200000258,None,19.911254200000258,None,19.910063930000025,None,space,1,2.087962999999945,19.911254200000258,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
65,0,7,7,7,,,,,,,,,,22.028976500000226,None,22.028976500000226,None,22.029010329999938,None,space,1,2.2919160000001284,22.028976500000226,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
70,0,8,8,8,,,,,,,,,,24.35061500000029,None,24.35061500000029,None,24.34852683000013,None,space,1,1.372675099999924,24.35061500000029,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
75,0,9,9,9,,,,,,,,,,25.749481800000012,None,25.749481800000012,None,25.749222930000133,None,space,1,0.417344100000264,25.749481800000012,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
80,0,10,10,10,,,,,,,,,,26.18430760000001,None,26.18430760000001,None,26.18443502999985,None,space,1,0.3897852000000057,26.18430760000001,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
85,0,11,11,11,,,,,,,,,,26.60028050000028,None,26.60028050000028,None,26.600109529999873,None,space,1,0.39706920000026,26.60028050000028,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
90,0,12,12,12,,,,,,,,,,27.018374900000254,None,27.018374900000254,None,27.017126130000225,None,space,1,0.34350759999961156,27.018374900000254,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
95,0,13,13,13,,,,,,,,,,27.384437799999887,None,27.384437799999887,None,27.385010229999853,None,space,1,0.6443518999999469,27.384437799999887,None,,,0.8912509381337451,2020_Nov_02_1231,headphone_calibration_check,2020.2.4,59.82403358760218,
