trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,21.808605800001168,None,u,1.180372400000124,21.833900200001153,None,,001,2020_Oct_16_1627,temp,2020.1.3,None,
1,0,1,0,23.053245733334307,None,d,2.457816799998909,23.048538500001087,None,,001,2020_Oct_16_1627,temp,2020.1.3,None,
2,0,2,0,25.547868433334344,None,d,2.328023800000665,25.541144599999825,None,,001,2020_Oct_16_1627,temp,2020.1.3,None,
