press_space.startedautopress_space.stoppedautotitle_text.startedautotitle_text.stoppedautokey_resp.keysautokey_resp.corrautokey_resp.rtautokey_resp.startedautokey_resp.stoppedautoparticipantautosessionautodateautoexpNameautopsychopyVersionautoframeRateauto
16.859338700014632autoNoneauto16.859338700014632autoNoneautospaceauto1auto2.163868799980264auto16.859338700014632autoNoneautoauto001auto2020_Oct_20_1708autoheadphone_calibration_checkauto2020.2.4auto60.044300672859876auto
