trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,13.294644599998719,13.294644599998719,space,0.657664799997292,13.294644599998719,None,,,,,,,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
0,0,0,0,,,,,,,13.968221666666311,None,d,0.5960374000023876,13.972163599999476,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
1,0,1,0,,,,,,,14.611660133331075,None,d,0.4344013999980234,14.602963199999067,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
2,0,2,0,,,,,,,15.078769633332318,None,d,0.40362349999850267,15.067955899998196,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
3,0,3,0,,,,,,,15.505374233333473,None,d,0.14290670000264072,15.495586799999728,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
4,0,4,0,,,,,,,15.67885453333341,None,d,0.11139189999812515,15.668177699997614,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
5,0,5,0,,,,,,,15.813492233334305,None,d,0.12190980000013951,15.804843400001118,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
6,0,6,0,,,,,,,15.960141833333669,None,d,0.10429380000277888,15.95024310000008,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
7,0,7,0,,,,,,,16.093317433333624,None,d,0.111727499999688,16.08454509999865,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
8,0,8,0,,,,,,,16.238664733333763,None,d,1.0910308999991685,16.228484799998114,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
9,0,9,0,,,,,,,17.35925993333197,None,d,0.1172563000000082,17.34931879999931,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
10,0,10,0,,,,,,,17.507095733334182,None,d,0.09096510000017588,17.496532000001025,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
11,0,11,0,,,,,,,17.62685263333381,None,d,0.10410530000081053,17.617502000000968,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
12,0,12,0,,,,,,,17.75938083333361,None,d,0.11547970000174246,17.750434999998106,None,,0.2,001,2020_Oct_16_1651,temp,2020.1.3,None,
