trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
76,0,76,0,,,,,,,37.94732723327664,None,u,0.11456529999850318,37.947414299997035,None,37.947414299997035,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
77,0,77,0,,,,,,,38.10747293331272,None,u,0.11299649998545647,38.106311499956064,None,38.106311499956064,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
78,0,78,0,,,,,,,38.254515933288104,None,u,0.12213910004356876,38.25498329999391,None,38.25498329999391,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
79,0,79,0,,,,,,,38.4141234333006,None,u,0.12261830002535135,38.413009199954104,None,38.413009199954104,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
80,0,80,0,,,,,,,38.574488633320044,None,u,0.12254899996332824,38.574166999955196,None,38.574166999955196,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
81,0,81,0,,,,,,,38.734388733290444,None,u,0.11360089998925105,38.735073299962096,None,38.735073299962096,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
82,0,82,0,,,,,,,38.8819306332812,None,u,0.13279230002081022,38.882837799959816,None,38.882837799959816,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
83,0,83,0,,,,,,,39.055593233330484,None,u,0.07560370001010597,39.05436259997077,None,39.05436259997077,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
84,0,84,0,,,,,,,39.175193633309874,None,u,0.1201427000341937,39.1737680999795,None,39.1737680999795,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
85,0,85,0,,,,,,,39.334603333329625,None,u,0.12691479997010902,39.33363279997138,None,39.33363279997138,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
86,0,86,0,,,,,,,39.50791463332328,None,u,0.10480079997796565,39.50567709997995,None,39.50567709997995,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
87,0,87,0,,,,,,,39.654789433298475,None,u,0.11640980001538992,39.65304219996324,None,39.65304219996324,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
88,0,88,0,,,,,,,39.81498303329184,None,u,0.10925789998145774,39.81440089998068,None,39.81440089998068,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
89,0,89,0,,,,,,,39.97515043331853,None,u,0.11777399998391047,39.97373929998139,None,39.97373929998139,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
90,0,90,0,,,,,,,40.13494703331574,None,u,1.1839349999791011,40.13654819998192,None,40.13654819998192,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
91,0,91,0,,,,,,,41.362148433291196,None,u,0.09404469997389242,41.364630199968815,None,41.364630199968815,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
92,0,92,0,,,,,,,41.49531003333007,None,u,0.11977069999556988,41.494106599944644,None,41.494106599944644,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
93,0,93,0,,,,,,,41.65564253333335,None,u,0.11619729996891692,41.65442779997829,None,41.65442779997829,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
94,0,94,0,,,,,,,41.815583633324906,None,u,0.12266890000319108,41.81427419994725,None,41.81427419994725,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
95,0,95,0,,,,,,,41.98890003329919,None,u,0.10143179999431595,41.989105199987534,None,41.989105199987534,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
96,0,96,0,,,,,,,42.122625233322225,None,u,0.1254779000300914,42.124069099954795,None,42.124069099954795,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
97,0,97,0,,,,,,,42.28330283333392,None,u,0.1309086999972351,42.28413429995999,None,42.28413429995999,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
98,0,98,0,,,,,,,42.45712533332019,None,u,0.09101190004730597,42.45806229999289,None,42.45806229999289,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
99,0,99,0,,,,,,,42.59009453329102,None,u,0.11358890001429245,42.59009299997706,None,42.59009299997706,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
100,0,100,0,,,,,,,42.73666813330104,None,u,0.12701270001707599,42.736400999943726,None,42.736400999943726,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
101,0,101,0,,,,,,,42.89600813331393,None,u,0.12987410003552213,42.89501299994299,None,42.89501299994299,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
102,0,102,0,,,,,,,43.069511533315136,None,u,0.11747399996966124,43.06893309997395,None,43.06893309997395,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
103,0,103,0,,,,,,,43.229544033304165,None,u,0.11311479995492846,43.229420999996364,None,43.229420999996364,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
104,0,104,0,,,,,,,43.37634443329492,None,u,0.11457650002557784,43.37612289999379,None,43.37612289999379,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
105,0,105,0,,,,,,,43.53656383331011,None,u,0.1092559999669902,43.53621239995118,None,43.53621239995118,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
106,0,106,0,,,,,,,43.683165033297456,None,u,0.12082319997716695,43.68324309994932,None,43.68324309994932,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
107,0,107,0,,,,,,,43.843249633333954,None,u,0.11961049999808893,43.84445189998951,None,43.84445189998951,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
108,0,108,0,,,,,,,44.00314963330359,None,u,0.12711840000702068,44.00287929998012,None,44.00287929998012,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
109,0,109,0,,,,,,,44.164650733299396,None,u,0.1223310999921523,44.163295199978165,None,44.163295199978165,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
110,0,110,0,,,,,,,44.33658893331497,None,u,0.10603859997354448,44.33656599995447,None,44.33656599995447,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
111,0,111,0,,,,,,,44.48326273333126,None,u,0.12193500000284985,44.48246539995307,None,44.48246539995307,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
112,0,112,0,,,,,,,44.643782833307824,None,u,0.12407269998220727,44.64256169996224,None,44.64256169996224,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
113,0,113,0,,,,,,,44.80364453327687,None,u,0.10819170001195744,44.801692299952265,None,44.801692299952265,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
114,0,114,0,,,,,,,44.95005593333238,None,u,0.12530060001881793,44.948788599984255,None,44.948788599984255,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
115,0,115,0,,,,,,,45.10988553328983,None,u,0.11198459996376187,45.111183399974834,None,45.111183399974834,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
116,0,116,0,,,,,,,45.256927733317326,None,u,0.11996670003281906,45.26441429997794,None,45.26441429997794,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
117,0,117,0,,,,,,,45.41699163331262,None,u,0.1294169999891892,45.41757809999399,None,45.41757809999399,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
118,0,118,0,,,,,,,45.589968433320365,None,u,0.10638030001427978,45.58965669997269,None,45.58965669997269,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
119,0,119,0,,,,,,,45.75048193330488,None,u,0.10087490000296384,45.749870399944484,None,45.749870399944484,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
120,0,120,0,,,,,,,45.88467483328034,None,u,0.3631734999944456,45.88524989999132,None,45.88524989999132,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
121,0,121,0,,,,,,,46.28426643327887,None,u,0.10845749999862164,46.28399719996378,None,46.28399719996378,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
122,0,122,0,,,,,,,46.43037863332623,None,u,0.121557800041046,46.42850539996289,None,46.42850539996289,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
123,0,123,0,,,,,,,46.59060173331139,None,u,0.13046459999168292,46.59053009998752,None,46.59053009998752,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
124,0,124,0,,,,,,,46.76413693332191,None,u,0.11936000001151115,46.76370809995569,None,46.76370809995569,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
125,0,125,0,,,,,,,46.92547123332818,None,u,0.11967550002736971,46.92586289998144,None,46.92586289998144,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
126,0,126,0,,,,,,,47.08420743328364,None,u,0.12935629999265075,47.08279329998186,None,47.08279329998186,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
127,0,127,0,,,,,,,47.25731173333091,None,u,0.12107499997364357,47.256941599946,None,47.256941599946,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
128,0,128,0,,,,,,,47.417571733306005,None,u,0.12235270004021004,47.41763639997225,None,47.41763639997225,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
129,0,129,0,,,,,,,47.5776012333304,None,u,0.13461699994513765,47.5778809999465,None,47.5778809999465,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
130,0,130,0,,,,,,,47.76568693330822,None,u,0.08988679997855797,47.76569559995551,None,47.76569559995551,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
131,0,131,0,,,,,,,47.897464833288296,None,u,0.09917549998499453,47.895612699969206,None,47.895612699969206,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
132,0,132,0,,,,,,,48.03233233327822,None,u,0.10872560000279918,48.03215789998649,None,48.03215789998649,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
133,0,133,0,,,,,,,48.17850963329741,None,u,0.09800499997800216,48.17657309997594,None,48.17657309997594,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
134,0,134,0,,,,,,,48.312260433282546,None,u,0.10397509997710586,48.31071549997432,None,48.31071549997432,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
135,0,135,0,,,,,,,48.44653173333111,None,u,0.11180040001636371,48.446645999967586,None,48.446645999967586,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
136,0,136,0,,,,,,,48.59326363332414,None,u,0.11734050000086427,48.59278029995039,None,48.59278029995039,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
137,0,137,0,,,,,,,48.765987533327035,None,u,0.08835150004597381,48.764905099989846,None,48.764905099989846,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
138,0,138,0,,,,,,,48.898935733312584,None,u,0.10547790001146495,48.897959999972954,None,48.897959999972954,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
139,0,139,0,,,,,,,49.045668433311704,None,u,0.11083050002343953,49.04542099998798,None,49.04542099998798,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
140,0,140,0,,,,,,,49.19237673329965,None,u,0.12378299998817965,49.1908905999735,None,49.1908905999735,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
141,0,141,0,,,,,,,49.36511693331025,None,u,0.11171640001703054,49.36557799996808,None,49.36557799996808,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
142,0,142,0,,,,,,,49.51224733331085,None,u,0.11757380003109574,49.51033279998228,None,49.51033279998228,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
143,0,143,0,,,,,,,49.67168793333306,None,u,0.12240330001804978,49.67103009996936,None,49.67103009996936,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
144,0,144,0,,,,,,,49.83160573332182,None,u,0.12920710002072155,49.83089249994373,None,49.83089249994373,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
145,0,145,0,,,,,,,50.005205233298085,None,u,0.118408799986355,50.005155899969395,None,50.005155899969395,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
146,0,146,0,,,,,,,50.16649133328659,None,u,0.10889470000984147,50.166325099999085,None,50.166325099999085,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
147,0,147,0,,,,,,,50.31222403329642,None,u,0.10110800003167242,50.31260609999299,None,50.31260609999299,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
148,0,148,0,,,,,,,50.44555903331687,None,u,0.11188589996891096,50.44666249997681,None,50.44666249997681,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
149,0,149,0,,,,,,,50.59345553333017,None,u,0.12691700004506856,50.592964499956,None,50.592964499956,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
150,0,150,0,,,,,,,50.75312173332398,None,u,0.12065529997926205,50.75866179994773,None,50.75866179994773,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
151,0,151,0,,,,,,,50.913890633332386,None,u,0.1371866999543272,50.91300589998718,None,50.91300589998718,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
152,0,152,0,,,,,,,51.08554743330072,None,u,0.1270661000162363,51.08520309999585,None,51.08520309999585,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
153,0,153,0,,,,,,,51.24590323330679,None,u,0.12360430002445355,51.2444365999545,None,51.2444365999545,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
154,0,154,0,,,,,,,51.40541483328755,None,u,0.10594179999316111,51.405748799967114,None,51.405748799967114,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
155,0,155,0,,,,,,,51.552342433315545,None,u,0.10607229999732226,51.5516114999773,None,51.5516114999773,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
156,0,156,0,,,,,,,51.71290333331174,None,u,0.08085900003788993,51.71288669999922,None,51.71288669999922,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
157,0,157,0,,,,,,,51.83252783330002,None,u,0.09796579997055233,51.83357329998398,None,51.83357329998398,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
158,0,158,0,,,,,,,51.97934123333155,None,u,0.16640669998014346,51.980925099982414,None,51.980925099982414,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
159,0,159,0,,,,,,,52.179381033297005,None,u,0.0801717999856919,52.17961489997106,None,52.17961489997106,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
160,0,160,0,,,,,,,52.30021163333052,None,u,0.12559250002959743,52.2999069999787,None,52.2999069999787,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
161,0,161,0,,,,,,,52.460015533325105,None,u,0.09906680003041402,52.458994399989024,None,52.458994399989024,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
162,0,162,0,,,,,,,52.594241533319774,None,u,0.1134077999740839,52.59348449995741,None,52.59348449995741,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
163,0,163,0,,,,,,,52.73949673330256,None,u,0.12972490000538528,52.739676199969836,None,52.739676199969836,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
164,0,164,0,,,,,,,52.92621083331372,None,u,0.09135260002221912,52.92479579994688,None,52.92479579994688,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
165,0,165,0,,,,,,,53.0597659333221,None,u,0.1362004000111483,53.057739199954085,None,53.057739199954085,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
166,0,166,0,,,,,,,53.232893933317,None,u,0.10937530000228435,53.232141399988905,None,53.232141399988905,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
167,0,167,0,,,,,,,53.39304153330934,None,u,0.10995869996258989,53.39276699995389,None,53.39276699995389,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
168,0,168,0,,,,,,,53.539530433314695,None,u,0.12935500004095957,53.537983099988196,None,53.537983099988196,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
169,0,169,0,,,,,,,53.69992053329091,None,u,0.1120130000053905,53.70406419999199,None,53.70406419999199,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
170,0,170,0,,,,,,,53.86107303330985,None,u,0.12758359999861568,53.85969799995655,None,53.85969799995655,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
171,0,171,0,,,,,,,54.01996043331067,None,u,0.135512100008782,54.017922699975315,None,54.017922699975315,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
172,0,172,0,,,,,,,54.19325423328749,None,u,0.13473160000285134,54.193594999960624,None,54.193594999960624,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
173,0,173,0,,,,,,,54.36668553332177,None,u,0.12402260000817478,54.36665499996161,None,54.36665499996161,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
174,0,174,0,,,,,,,54.526935833281215,None,u,0.11033680004766211,54.53006329998607,None,54.53006329998607,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
175,0,175,0,,,,,,,54.67372733332061,None,u,0.12717650004196912,54.67303669999819,None,54.67303669999819,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
176,0,176,0,,,,,,,54.83433953329998,None,u,0.12869670003419742,54.83314009994501,None,54.83314009994501,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
177,0,177,0,,,,,,,54.99488263327706,None,u,0.12846219999482855,54.99371529999189,None,54.99371529999189,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
178,0,178,0,,,,,,,55.167115033320925,None,u,0.12388369999825954,55.164523499959614,None,55.164523499959614,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
179,0,179,0,,,,,,,55.340552133282955,None,u,0.12399190000724047,55.339041899947915,None,55.339041899947915,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
180,0,180,0,,,,,,,55.500731333283085,None,u,0.13292320002801716,55.50031419994775,None,55.50031419994775,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
181,0,181,0,,,,,,,55.674553933328326,None,u,0.1282348000095226,55.673331399972085,None,55.673331399972085,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
182,0,182,0,,,,,,,55.8340453333299,None,u,0.1487333999830298,55.83364229998551,None,55.83364229998551,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
183,0,183,0,,,,,,,56.02060203330669,None,u,0.11469790001865476,56.019196999957785,None,56.019196999957785,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
184,0,184,0,,,,,,,56.167316933286685,None,u,0.14339500002097338,56.167798799986485,None,56.167798799986485,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
185,0,185,0,,,,,,,56.355618933281704,None,u,0.094830300018657,56.3545605999534,None,56.3545605999534,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
186,0,186,0,,,,,,,56.48914833332722,None,u,0.13514889997895807,56.49180539994268,None,56.49180539994268,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
187,0,187,0,,,,,,,56.67430463329268,None,u,0.12189139996189624,56.67275269998936,None,56.67275269998936,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
188,0,188,0,,,,,,,56.834044533323805,None,u,0.13017359998775646,56.83325239998521,None,56.83325239998521,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
189,0,189,0,,,,,,,57.007869033325306,None,u,0.12772170000243932,57.00706299999729,None,57.00706299999729,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
190,0,190,0,,,,,,,57.168048933330766,None,u,0.14565939997555688,57.166665499971714,None,57.166665499971714,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
191,0,191,0,,,,,,,57.354498133303906,None,u,0.12381970003480092,57.35481059999438,None,57.35481059999438,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
192,0,192,0,,,,,,,57.51438443328564,None,u,0.1398695000098087,57.5128560999874,None,57.5128560999874,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
193,0,193,0,,,,,,,57.68783833331739,None,u,0.13434670004062355,57.688733999966644,None,57.688733999966644,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
194,0,194,0,,,,,,,57.863319333301234,None,u,0.12844860000768676,57.8639911999926,None,57.8639911999926,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
195,0,195,0,,,,,,,58.03479333333283,None,u,0.13444829999934882,58.03378979995614,None,58.03378979995614,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
196,0,196,0,,,,,,,58.22202193330352,None,u,0.12696369999321178,58.22146979998797,None,58.22146979998797,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
197,0,197,0,,,,,,,58.381478333329625,None,u,0.13803199998801574,58.38596639997559,None,58.38596639997559,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
198,0,198,0,,,,,,,58.56986183330494,None,u,0.12629179999930784,58.56939889997011,None,58.56939889997011,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
199,0,199,0,,,,,,,58.728487933295156,None,u,0.14702780003426597,58.7270149999531,None,58.7270149999531,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
200,0,200,0,,,,,,,58.91529163329008,None,u,0.11621970002306625,58.918306899955496,None,58.918306899955496,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
201,0,201,0,,,,,,,59.08910863329268,None,u,0.1038218000321649,59.0888103999896,None,59.0888103999896,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
202,0,202,0,,,,,,,59.23531703331585,None,u,0.10599589999765158,59.23672269994859,None,59.23672269994859,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
203,0,203,0,,,,,,,59.383954133322305,None,u,0.11863190005533397,59.386995999957435,None,59.386995999957435,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
204,0,204,0,,,,,,,59.55662123330015,None,u,0.12324769998667762,59.55651699996088,None,59.55651699996088,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
205,0,205,0,,,,,,,59.71611053328573,None,u,0.13652350002666935,59.715786599961575,None,59.715786599961575,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
206,0,206,0,,,,,,,59.88893553330175,None,u,0.12803810002515092,59.8887574999826,None,59.8887574999826,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
207,0,207,0,,,,,,,60.04893843329822,None,u,0.14137809997191653,60.048753099981695,None,60.048753099981695,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
208,0,208,0,,,,,,,60.23561353330345,None,u,0.11711500003002584,60.23654059995897,None,60.23654059995897,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
209,0,209,0,,,,,,,60.39637713332971,None,u,0.14283299999078736,60.39518189994851,None,60.39518189994851,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
210,0,210,0,,,,,,,60.58241203329138,None,u,0.13112619996536523,60.58232109999517,None,60.58232109999517,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
211,0,211,0,,,,,,,60.76909683331226,None,u,0.12946399999782443,60.76901079999516,None,60.76901079999516,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
212,0,212,0,,,,,,,60.94253893331236,None,u,0.12321089999750257,60.94351189996814,None,60.94351189996814,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
213,0,213,0,,,,,,,61.10437973333367,None,u,0.1282090999884531,61.10424279997824,None,61.10424279997824,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
214,0,214,0,,,,,,,61.27587423328853,None,u,0.11994380003307015,61.27519749995554,None,61.27519749995554,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
215,0,215,0,,,,,,,61.43607373332682,None,u,0.09142690000589937,61.43673819996184,None,61.43673819996184,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
216,0,216,0,,,,,,,61.5692865332899,None,u,0.2765034000040032,61.56751209998038,None,61.56751209998038,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
217,0,217,0,,,,,,,61.90349723329612,None,u,0.10154579998925328,61.902856899949256,None,61.902856899949256,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
218,0,218,0,,,,,,,62.03714063327837,None,u,0.10470989998430014,62.03523729997687,None,62.03523729997687,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
219,0,219,0,,,,,,,62.1830689333224,None,u,0.12523189996136352,62.182696599978954,None,62.182696599978954,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
220,0,220,0,,,,,,,62.34301753331286,None,u,0.11187030002474785,62.3424441999523,None,62.3424441999523,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
221,0,221,0,,,,,,,62.50321603328533,None,u,0.10658969997894019,62.503955799969845,None,62.503955799969845,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
222,0,222,0,,,,,,,62.649933033281314,None,u,0.09658500005025417,62.65225789998658,None,62.65225789998658,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
223,0,223,0,,,,,,,62.78444213327796,None,u,0.09754359995713457,62.786703899968415,None,62.786703899968415,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
224,0,224,0,,,,,,,62.91763633333224,None,u,0.06889940000837669,62.921873199986294,None,62.921873199986294,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
225,0,225,0,,,,,,,63.02350633330255,None,u,0.12043120001908392,63.031317199987825,None,63.031317199987825,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
226,0,226,0,,,,,,,63.18514163333069,None,u,0.041507999994792044,63.1901715999702,None,63.1901715999702,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
227,0,227,0,,,,,,,63.26339163329297,None,u,0.048683199973311275,63.26621269999305,None,63.26621269999305,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
228,0,228,0,,,,,,,63.35687323328651,None,u,0.02575500000966713,63.36407459998736,None,63.36407459998736,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
229,0,229,0,,,,,,,63.42339643330391,None,u,0.06541429995559156,63.42470689996844,None,63.42470689996844,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
230,0,230,0,,,,,,,63.53013843327838,None,u,0.04124930000398308,63.53474939998705,None,63.53474939998705,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
231,0,231,0,,,,,,,63.60992923333154,None,u,0.0496858999831602,63.61462259996915,None,63.61462259996915,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
232,0,232,0,,,,,,,63.70357483329329,None,u,0.10837129998253658,63.70893379999325,None,63.70893379999325,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
233,0,233,0,,,,,,,63.85240733333242,None,u,0.04119419999187812,63.85758209996857,None,63.85758209996857,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
234,0,234,0,,,,,,,63.94366653328373,None,u,0.012650700053200126,63.94901819998631,None,63.94901819998631,None,,0.2,001,2020_Oct_19_1325,temp,2020.1.3,None,
