trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.5316269000177272,18.200078500027303,None,,,,,,,,,,,,,,001,2020_Oct_19_1600,headphone_calibration,2020.1.3,None,
,,,,,,,18.200078500027303,None,62.61791656667289,None,1,0.13401079998584464,62.61484599998221,None,62.61484599998221,None,62.61484599998221,None,,,,,,,
