trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.8872197999735363,18.238184900023043,None,,,,,,,,,,,,,,001,2020_Oct_19_1606,headphone_calibration,2020.1.3,60.01014171432663,
,,,,,,,18.238184900023043,None,66.39934588999604,None,1,0.1068442000541836,66.39869429997634,None,66.39869429997634,None,66.39869429997634,None,,,,,,,
