press_space.startedautopress_space.stoppedautotitle_text.startedautotitle_text.stoppedautokey_resp.keysautokey_resp.corrautokey_resp.rtautokey_resp.startedautokey_resp.stoppedautoparticipantautosessionautodateautoexpNameautopsychopyVersionautoframeRateauto
12.138955199974589autoNoneauto12.138955199974589autoNoneautospaceauto1auto0.6526038000010885auto12.138955199974589autoNoneautoauto001auto2020_Oct_20_1712autoheadphone_calibration_checkauto2020.2.4auto60.01799339168913auto
