press_space.startedautopress_space.stoppedautotitle_text.startedautotitle_text.stoppedautokey_resp.keysautokey_resp.corrautokey_resp.rtautokey_resp.startedautokey_resp.stoppedautoparticipantautosessionautodateautoexpNameautopsychopyVersionautoframeRateauto
18.371215099992696autoNoneauto18.371215099992696autoNoneautospaceauto1auto0.7044441999751143auto18.371215099992696autoNoneautoauto001auto2020_Oct_20_1709autoheadphone_calibration_checkauto2020.2.4auto60.10471441914367auto
