desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,25.314190000000053,None,25.314190000000053,None,space,1,1.1815677999998115,25.314190000000053,None,,,,,,,,,,,,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
30,0,0,0,0,,,,,,,,,,26.572145699999965,None,26.572145699999965,None,26.57127320000045,None,space,1,0.6521281000000272,26.572145699999965,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
35,0,1,1,1,,,,,,,,,,27.255097400000068,None,27.255097400000068,None,27.255220050000343,None,space,1,0.28301779999992505,27.255097400000068,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
40,0,2,2,2,,,,,,,,,,27.55545690000008,None,27.55545690000008,None,27.555356450000044,None,space,1,0.1501683999999841,27.55545690000008,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
45,0,3,3,3,,,,,,,,,,27.722290499999872,None,27.722290499999872,None,27.72227014999994,None,space,1,0.12853439999980765,27.722290499999872,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
50,0,4,4,4,,,,,,,,,,27.87257189999991,None,27.87257189999991,None,27.87249414999992,None,space,1,0.12859430000025895,27.87257189999991,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
55,0,5,5,5,,,,,,,,,,28.0226775000001,None,28.0226775000001,None,28.02257655000035,None,space,1,0.11711990000003425,28.0226775000001,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
60,0,6,6,6,,,,,,,,,,28.156015000000025,None,28.156015000000025,None,28.156074450000187,None,space,1,0.5004839000002903,28.156015000000025,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
65,0,7,7,7,,,,,,,,,,28.673427199999878,None,28.673427199999878,None,28.673345350000044,None,space,1,0.23903610000024855,28.673427199999878,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
70,0,8,8,8,,,,,,,,,,28.940163700000085,None,28.940163700000085,None,28.9401547500001,None,space,1,0.4502242999997179,28.940163700000085,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
75,0,9,9,9,,,,,,,,,,29.407320600000276,None,29.407320600000276,None,29.40727335000015,None,space,1,0.34301000000004933,29.407320600000276,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
80,0,10,10,10,,,,,,,,,,29.774800600000162,None,29.774800600000162,None,29.77431345000009,None,space,1,0.33497780000016064,29.774800600000162,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
85,0,11,11,11,,,,,,,,,,30.141362899999876,None,30.141362899999876,None,30.141355050000083,None,space,1,0.3782802000000629,30.141362899999876,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
90,0,12,12,12,,,,,,,,,,30.541813900000307,None,30.541813900000307,None,30.542007350000357,None,space,1,0.875314200000048,30.541813900000307,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
95,0,13,13,13,,,,,,,,,,31.442687000000205,None,31.442687000000205,None,31.44286545000018,None,space,1,1.078125,31.442687000000205,None,,,0.7943282347242815,2020_Nov_02_1211,headphone_calibration_check,2020.2.4,59.94463513501187,
