desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,13.603177899999991,None,13.603177899999991,None,space,1,0.6014539000002515,13.603177899999991,None,,,,,,,,,,,,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
30,0,0,0,0,,,,,,,,,,14.275141399999939,None,14.275141399999939,None,14.280384580000282,None,space,1,1.0928862999999183,14.275141399999939,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
35,0,1,1,1,,,,,,,,,,15.398402600000281,None,15.398402600000281,None,15.398445420000007,None,space,1,0.22781339999983174,15.398402600000281,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
40,0,2,2,2,,,,,,,,,,15.648375199999919,None,15.648375199999919,None,15.648393120000128,None,space,1,0.1596946999998181,15.648375199999919,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
45,0,3,3,3,,,,,,,,,,15.83211110000002,None,15.83211110000002,None,15.83208341999998,None,space,1,0.12668239999993602,15.83211110000002,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
50,0,4,4,4,,,,,,,,,,15.982271899999887,None,15.982271899999887,None,15.982518419999996,None,space,1,0.14559220000001005,15.982271899999887,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
55,0,5,5,5,,,,,,,,,,16.149155500000234,None,16.149155500000234,None,16.14906482000024,None,space,1,0.8350276000001031,16.149155500000234,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
60,0,6,6,6,,,,,,,,,,16.999987600000168,None,16.999987600000168,None,17.00023412000028,None,space,1,0.33548060000020996,16.999987600000168,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
65,0,7,7,7,,,,,,,,,,17.367104100000233,None,17.367104100000233,None,17.366787020000267,None,space,1,0.1722204999996393,17.367104100000233,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
70,0,8,8,8,,,,,,,,,,17.567253900000196,None,17.567253900000196,None,17.567101319999985,None,space,1,0.1456170999999813,17.567253900000196,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
75,0,9,9,9,,,,,,,,,,17.734324000000015,None,17.734324000000015,None,17.733932120000283,None,space,1,0.7001860999998826,17.734324000000015,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
80,0,10,10,10,,,,,,,,,,18.451281800000288,None,18.451281800000288,None,18.45143322000022,None,space,1,8.483589699999811,18.451281800000288,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
85,0,11,11,11,,,,,,,,,,26.959718300000077,None,26.959718300000077,None,26.959758520000015,None,space,1,4.497532200000023,26.959718300000077,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
90,0,12,12,12,,,,,,,,,,31.480916100000286,None,31.480916100000286,None,31.481008719999956,None,space,1,1.37105930000007,31.480916100000286,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
95,0,13,13,13,,,,,,,,,,32.88228100000015,None,32.88228100000015,None,32.88221652000002,None,space,1,1.0285318000001098,32.88228100000015,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
100,0,14,14,14,,,,,,,,,,33.93352559999994,None,33.93352559999994,None,33.9334335200002,None,space,1,0.5312745999999606,33.93352559999994,None,,,1,2020_Nov_02_1221,headphone_calibration_check,2020.2.4,59.96113319341627,
