trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.2077467999770306,19.695899899990764,None,,,,,,,,,,,,,,001,2020_Oct_19_1635,headphone_calibration,2020.1.3,59.922256864917706,
,,,,,,,19.695899899990764,None,176.14931833997252,None,0,0.3974667000002228,176.1487618999672,None,176.1487618999672,None,176.1487618999672,None,,,,,,,
