4.3581 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
20.3102 	DATA 	Mouse: Left button down, pos=(921,486)
20.3104 	DATA 	Mouse:  Left button up, pos=(921,486)
21.0992 	DATA 	Mouse: Left button down, pos=(921,486)
21.2997 	DATA 	Mouse:  Left button up, pos=(921,486)
21.8062 	DATA 	Keypress: space
22.1792 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

22.1795 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018E46870CC0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018E468E5588>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.1795 	EXP 	window1: recordFrameIntervals = False
22.3388 	EXP 	window1: recordFrameIntervals = True
22.3789 	WARNING 	t of last frame was 26.75ms (=1/37)
22.4458 	WARNING 	t of last frame was 26.55ms (=1/37)
22.5123 	WARNING 	t of last frame was 26.50ms (=1/37)
22.5789 	WARNING 	t of last frame was 26.58ms (=1/37)
22.6459 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
22.6466 	DATA 	Keypress: u
23.2208 	DATA 	Mouse: Left button down, pos=(921,486)
23.3935 	DATA 	Mouse:  Left button up, pos=(921,486)
23.9270 	DATA 	Keypress: space
24.0062 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

24.2567 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='press space to start\n', units='height', win=Window(...), wrapWidth=1)
24.2803 	EXP 	Sound sound_1 set volume 1.000
24.2910 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
24.3169 	EXP 	text: autoDraw = True
24.3169 	EXP 	text: autoDraw = False
24.4908 	DATA 	Keypress: u
26.2383 	DATA 	Mouse: Left button down, pos=(842,383)
26.4649 	DATA 	Mouse:  Left button up, pos=(842,383)
26.7442 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (5).
26.7539 	DATA 	Keypress: space
26.7594 	EXP 	text: autoDraw = False
26.7594 	EXP 	text_2: text = 0.5
26.7594 	EXP 	text_2: autoDraw = True
27.3106 	DATA 	Keypress: u
27.3146 	EXP 	text_2: autoDraw = False
27.3146 	EXP 	text_2: text = 1
27.3146 	EXP 	text_2: autoDraw = True
39.0220 	DATA 	Keypress: u
39.0266 	EXP 	text_2: autoDraw = False
39.0266 	EXP 	text_2: text = 1
39.0266 	EXP 	text_2: autoDraw = True
40.1156 	DATA 	Keypress: u
40.1191 	EXP 	text_2: autoDraw = False
40.1191 	EXP 	text_2: text = 1
40.1191 	EXP 	text_2: autoDraw = True
41.1679 	DATA 	Keypress: u
41.1756 	EXP 	text_2: autoDraw = False
41.1756 	EXP 	text_2: text = 1
41.1756 	EXP 	text_2: autoDraw = True
42.0386 	DATA 	Keypress: u
42.0434 	EXP 	text_2: autoDraw = False
42.0434 	EXP 	text_2: text = 1
42.0434 	EXP 	text_2: autoDraw = True
42.1833 	DATA 	Keypress: u
42.1881 	EXP 	text_2: autoDraw = False
42.1881 	EXP 	text_2: text = 1
42.1881 	EXP 	text_2: autoDraw = True
42.3729 	DATA 	Keypress: u
42.3754 	EXP 	text_2: autoDraw = False
42.3754 	EXP 	text_2: text = 1
42.3754 	EXP 	text_2: autoDraw = True
42.5031 	DATA 	Keypress: u
42.5066 	EXP 	text_2: autoDraw = False
42.5066 	EXP 	text_2: text = 1
42.5066 	EXP 	text_2: autoDraw = True
43.5899 	WARNING 	Got keycode {} but that code isn't yet known
43.5899 	WARNING 	Keypress was given unknown key code (176)
44.1625 	WARNING 	Got keycode {} but that code isn't yet known
44.1625 	WARNING 	Keypress was given unknown key code (176)
44.3237 	WARNING 	Got keycode {} but that code isn't yet known
44.3237 	WARNING 	Keypress was given unknown key code (176)
44.4578 	WARNING 	Got keycode {} but that code isn't yet known
44.4578 	WARNING 	Keypress was given unknown key code (176)
44.6430 	WARNING 	Got keycode {} but that code isn't yet known
44.6430 	WARNING 	Keypress was given unknown key code (176)
46.2105 	DATA 	Keypress: d
46.2128 	EXP 	text_2: autoDraw = False
46.2128 	EXP 	text_2: text = 0.15848931924611132
46.2128 	EXP 	text_2: autoDraw = True
47.1351 	DATA 	Keypress: d
