desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,12.200485200000003,None,12.200485200000003,None,space,1,0.4523642999997719,12.200485200000003,None,,,,,,,,,,,,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
30,0,0,0,0,,,,,,,,,,12.72746619999998,None,12.72746619999998,None,12.734761379999965,None,space,1,0.3167395000000397,12.72746619999998,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
35,0,1,1,1,,,,,,,,,,13.06837540000015,None,13.06837540000015,None,13.068472370000155,None,space,1,0.2643907000001491,13.06837540000015,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
40,0,2,2,2,,,,,,,,,,13.352303900000152,None,13.352303900000152,None,13.352052969999978,None,space,1,0.1606237000000874,13.352303900000152,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
45,0,3,3,3,,,,,,,,,,13.535686400000031,None,13.535686400000031,None,13.535601269999962,None,space,1,0.13727800000015122,13.535686400000031,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
50,0,4,4,4,,,,,,,,,,13.702601999999843,None,13.702601999999843,None,13.70254187000005,None,space,1,0.13223019999986718,13.702601999999843,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
55,0,5,5,5,,,,,,,,,,13.852556599999843,None,13.852556599999843,None,13.852977370000236,None,space,1,0.14832179999984874,13.852556599999843,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
60,0,6,6,6,,,,,,,,,,14.019302499999867,None,14.019302499999867,None,14.019441869999856,None,space,1,0.5184325999998691,14.019302499999867,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
65,0,7,7,7,,,,,,,,,,14.5532247000001,None,14.5532247000001,None,14.553179070000215,None,space,1,0.32497250000005806,14.5532247000001,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
70,0,8,8,8,,,,,,,,,,14.90355320000026,None,14.90355320000026,None,14.903788669999859,None,space,1,0.2327026000002661,14.90355320000026,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
75,0,9,9,9,,,,,,,,,,15.154649500000232,None,15.154649500000232,None,15.154658970000174,None,space,1,0.16678609999962646,15.154649500000232,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
80,0,10,10,10,,,,,,,,,,15.339086800000132,None,15.339086800000132,None,15.33724686999999,None,space,1,0.35816250000016225,15.339086800000132,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
85,0,11,11,11,,,,,,,,,,15.721006000000216,None,15.721006000000216,None,15.721046069999876,None,space,1,0.35652520000030563,15.721006000000216,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
90,0,12,12,12,,,,,,,,,,16.10495949999995,None,16.10495949999995,None,16.105020070000183,None,space,1,0.27874530000008235,16.10495949999995,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
95,0,13,13,13,,,,,,,,,,16.405004799999915,None,16.405004799999915,None,16.404918469999803,None,space,1,0.4642641000000367,16.405004799999915,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
100,0,14,14,14,,,,,,,,,,16.889077400000133,None,16.889077400000133,None,16.888969170000156,None,space,1,5.507174899999882,16.889077400000133,None,,,1,2020_Nov_02_1217,headphone_calibration_check,2020.2.4,59.95904797033285,
