trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.6376734000514261,8.671107099973597,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
,,,,,,,8.671107099973597,None,9.328631400014274,None,space,0,0.12814290000824258,9.328631400014274,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
,,,,,,,,,,,,,,,,9.478130700008478,None,space,1,0.1177882999763824,9.478130700008478,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
,,,,,,,,,,,,,,,,,,,,,,,9.612064399989322,None,space,1,0.12529489997541532,9.612064399989322,None,,,,,,,,,,,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.761721590027445,None,0,1.14622379996581,9.765030500013381,None,9.765030500013381,None,9.765030500013381,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.943555380019824,None,0,0.1066438999841921,10.940021599992178,None,10.940021599992178,None,10.940021599992178,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.076773190015228,None,0,0.09923759999219328,11.076895500009414,None,11.076895500009414,None,11.076895500009414,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.193406089983181,None,0,0.125869799987413,11.193404000019655,None,11.193404000019655,None,11.193404000019655,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.343592489970614,None,0,0.13639230001717806,11.342921399977058,None,11.342921399977058,None,11.342921399977058,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
5,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.509652889991411,None,0,0.10056099999928847,11.50942000001669,None,11.50942000001669,None,11.50942000001669,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
6,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.626359389995923,None,1,0.17643150000367314,11.62614870001562,None,11.62614870001562,None,11.62614870001562,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
7,0.3,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.826093290018616,None,1,0.13922030001413077,11.826127499982249,None,11.826127499982249,None,11.826127499982249,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
8,0.3,0.25118864315095807,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.992499989998759,None,1,0.0968894999823533,11.992671200016048,None,11.992671200016048,None,11.992671200016048,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
9,0.3,0.12589254117941676,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.109323890024097,None,1,0.14310899999691173,12.10922019998543,None,12.10922019998543,None,12.10922019998543,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
10,0.3,0.06309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.275653089996194,None,1,0.11018650000914931,12.275603000016417,None,12.275603000016417,None,12.275603000016417,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
11,0.3,0.031622776601683805,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.408870889997342,None,1,0.1361371999955736,12.409254700003657,None,12.409254700003657,None,12.409254700003657,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
12,0.3,0.01584893192461114,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.575189790007425,None,1,0.11672630003886297,12.57891889999155,None,12.57891889999155,None,12.57891889999155,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
13,0.3,0.007943282347242819,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.725331990007543,None,1,0.1035468999762088,12.72532000002684,None,12.72532000002684,None,12.72532000002684,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
14,0.2,0.003981071705534974,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85842468998744,None,0,0.07776199997169897,12.86092180002015,None,12.86092180002015,None,12.86092180002015,None,,001,2020_Oct_20_1520,headphone_calibration,2020.1.3,60.04235387040054,
