trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,29.310597100004088,8.203613199992105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
,,,,,,,8.203613199992105,None,37.53825440001674,None,space,0,0.5260105000343174,37.53825440001674,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
,,,,,,,,,,,,,,,,38.08771260001231,None,space,1,0.3386534000164829,38.08771260001231,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
,,,,,,,,,,,,,,,,,,,,,,,38.454140999994706,None,space,1,0.3005062000011094,38.454140999994706,None,,,,,,,,,,,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.78727941998514,None,0,0.8859338000183925,38.777237400005106,None,38.777237400005106,None,38.777237400005106,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7027650199947,None,0,0.24161910003749654,39.69273989996873,None,39.69273989996873,None,39.69273989996873,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.95245285997517,None,0,0.1433816000353545,39.952495599980466,None,39.952495599980466,None,39.952495599980466,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.119103260006526,None,1,0.1651956999558024,40.11902360001113,None,40.11902360001113,None,40.11902360001113,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
4,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.302167859993645,None,1,0.10575430002063513,40.302264700003434,None,40.302264700003434,None,40.302264700003434,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
5,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4353429600189,None,1,0.1274188999668695,40.435321900004055,None,40.435321900004055,None,40.435321900004055,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
6,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58528526001028,None,1,0.11701220000395551,40.585158700007014,None,40.585158700007014,None,40.585158700007014,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
7,0.3,0.050118723362727234,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.71833566001733,None,1,0.14542939997045323,40.718530000012834,None,40.718530000012834,None,40.718530000012834,None,,001,2020_Oct_20_1425,headphone_calibration,2020.1.3,60.04354358083766,
