trials.thisTrialN,trials.stepSize,trials.intensity,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,27.395401099987794,27.395401099987794,space,23.15125439997064,27.395401099987794,None,,0.2,001,2020_Oct_19_1402,temp,2020.1.3,None,
