trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
24,0,24,0,,,,,,,68.01505093329664,None,u,0.1215811999863945,68.01690249994863,None,68.01690249994863,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
25,0,25,0,,,,,,,68.17621703330272,None,u,0.11230059998342767,68.17774789995747,None,68.17774789995747,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
26,0,26,0,,,,,,,68.33998319996753,None,u,0.10688520001713187,68.33584629994584,None,68.33584629994584,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
27,0,27,0,,,,,,,68.48237163329807,None,u,0.10510450002038851,68.48531809996348,None,68.48531809996348,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
28,0,28,0,,,,,,,68.64242993330893,None,u,0.10280839999904856,68.64439039997524,None,68.64439039997524,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
29,0,29,0,,,,,,,68.7895573332867,None,u,0.11783989996183664,68.79272639995907,None,68.79272639995907,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
30,0,30,0,,,,,,,68.9543569333114,None,u,0.10931660002097487,68.95874319999712,None,68.95874319999712,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
31,0,31,0,,,,,,,69.12576320000225,None,u,0.10590490000322461,69.12052309996216,None,69.12052309996216,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
32,0,32,0,,,,,,,69.28573389998637,None,u,0.10034380003344268,69.28437419998227,None,69.28437419998227,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
33,0,33,0,,,,,,,69.44276433328244,None,u,0.09286770003382117,69.45000439998694,None,69.45000439998694,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
34,0,34,0,,,,,,,69.57634243329133,None,u,0.10403440002119169,69.58211889996892,None,69.58211889996892,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
35,0,35,0,,,,,,,69.72260493331899,None,u,0.11301660002209246,69.72641750000184,None,69.72641750000184,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
36,0,36,0,,,,,,,69.88338433329093,None,u,0.10982640000293031,69.88673929998185,None,69.88673929998185,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
37,0,37,0,,,,,,,70.04303403333373,None,u,0.10045560001162812,70.04490239999723,None,70.04490239999723,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
38,0,38,0,,,,,,,70.18996003329133,None,u,0.09872680000262335,70.19089159998111,None,70.19089159998111,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
39,0,39,0,,,,,,,70.32326343330399,None,u,0.11195390002103522,70.32476920000045,None,70.32476920000045,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
40,0,40,0,,,,,,,70.4690981333338,None,u,0.11701270000776276,70.47159439994721,None,70.47159439994721,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
41,0,41,0,,,,,,,70.63011683332346,None,u,0.10361210000701249,70.62981219997164,None,70.62981219997164,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
42,0,42,0,,,,,,,70.78915453330458,None,u,0.1008243000251241,70.7901648999541,None,70.7901648999541,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
43,0,43,0,,,,,,,70.92419003329317,None,u,0.13069649995304644,70.92817029997241,None,70.92817029997241,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
44,0,44,0,,,,,,,71.09657773329721,None,u,0.11609149997821078,71.0958712999709,None,71.0958712999709,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
45,0,45,0,,,,,,,71.25708633330262,None,u,0.11698589997831732,71.2574520999915,None,71.2574520999915,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
46,0,46,0,,,,,,,71.41604903329474,None,u,0.11798079998698086,71.41460009996081,None,71.41460009996081,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
47,0,47,0,,,,,,,71.58950153331583,None,u,0.0696606999845244,71.58787399996072,None,71.58787399996072,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
48,0,48,0,,,,,,,71.69613283332049,None,u,0.10138140001799911,71.69621089997236,None,71.69621089997236,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
49,0,49,0,,,,,,,71.8306746333333,None,u,0.12442379997810349,71.8305414999486,None,71.8305414999486,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
50,0,50,0,,,,,,,71.99034083332711,None,u,0.14649850002024323,71.98812259995611,None,71.98812259995611,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
51,0,51,0,,,,,,,72.18983143330163,None,u,0.11651789996540174,72.1862663999782,None,72.1862663999782,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
52,0,52,0,,,,,,,72.3364566332971,None,u,0.11645100003806874,72.33389259997057,None,72.33389259997057,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
53,0,53,0,,,,,,,72.48307483329748,None,u,0.09438650001538917,72.48283389996504,None,72.48283389996504,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
54,0,54,0,,,,,,,72.61641833332445,None,u,0.09405000001424924,72.61462819995359,None,72.61462819995359,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
55,0,55,0,,,,,,,72.74975133332967,None,u,0.13030659995274618,72.74691139999777,None,72.74691139999777,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
56,0,56,0,,,,,,,72.92310843332282,None,u,0.10404300002846867,72.9207696999656,None,72.9207696999656,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
57,0,57,0,,,,,,,73.0575248333121,None,u,0.12088110001059249,73.06371949997265,None,73.06371949997265,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
58,0,58,0,,,,,,,73.23515639996621,None,u,0.0877358999568969,73.23699429997941,None,73.23699429997941,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
59,0,59,0,,,,,,,73.36364713329434,None,u,0.08383159997174516,73.36658399994485,None,73.36658399994485,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
60,0,60,0,,,,,,,73.48382113333403,None,u,0.11653670005034655,73.48592459998326,None,73.48592459998326,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
61,0,61,0,,,,,,,73.64427763329198,None,u,0.16322370001580566,73.64757599995937,None,73.64757599995937,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
62,0,62,0,,,,,,,73.84351923329135,None,u,0.14289660000940785,73.84698669996578,None,73.84698669996578,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
63,0,63,0,,,,,,,74.03038803331631,None,u,0.10200740001164377,74.03213929996127,None,74.03213929996127,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
64,0,64,0,,,,,,,74.17773183331204,None,u,0.15261359995929524,74.1818004999659,None,74.1818004999659,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
65,0,65,0,,,,,,,74.37712313328714,None,u,0.11258019995875657,74.3775900999899,None,74.3775900999899,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
66,0,66,0,,,,,,,74.5371488332826,None,u,0.08861059998162091,74.53724579996197,None,74.53724579996197,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
67,0,67,0,,,,,,,74.67106643331547,None,u,0.10861979995388538,74.67093239998212,None,74.67093239998212,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
68,0,68,0,,,,,,,74.81723213330454,None,u,0.1016121000284329,74.81682359997649,None,74.81682359997649,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
69,0,69,0,,,,,,,74.95266753331137,None,u,0.10807709995424375,74.95542259997455,None,74.95542259997455,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
70,0,70,0,,,,,,,75.09882303328098,None,u,0.11983979999786243,75.09950749995187,None,75.09950749995187,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
71,0,71,0,,,,,,,75.27204713330914,None,u,0.09227359999204054,75.27318119996926,None,75.27318119996926,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
72,0,72,0,,,,,,,75.40498773329503,None,u,0.10999100003391504,75.40523579996079,None,75.40523579996079,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
73,0,73,0,,,,,,,75.55171633332114,None,u,0.12306680000619963,75.55168689996935,None,75.55168689996935,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
74,0,74,0,,,,,,,75.71075633331978,None,u,0.1103311000042595,75.71227209997596,None,75.71227209997596,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
75,0,75,0,,,,,,,75.8574665333222,None,u,0.10857040004339069,75.85757199994987,None,75.85757199994987,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
76,0,76,0,,,,,,,76.0197585332867,None,u,0.09372669999720529,76.02038989996072,None,76.02038989996072,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
77,0,77,0,,,,,,,76.15201483330068,None,u,0.10611340001923963,76.15253449999727,None,76.15253449999727,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
78,0,78,0,,,,,,,76.29863633332619,None,u,0.12090279994299635,76.30020639998838,None,76.30020639998838,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
79,0,79,0,,,,,,,76.45775983332035,None,u,0.10995369998272508,76.45751229999587,None,76.45751229999587,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
80,0,80,0,,,,,,,76.61789803329933,None,u,0.11656779999611899,76.61736979999114,None,76.61736979999114,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
81,0,81,0,,,,,,,76.77793963329944,None,u,0.12434069998562336,76.7764496000018,None,76.7764496000018,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
82,0,82,0,,,,,,,76.9516760333286,None,u,0.10167400003410876,76.95040409994544,None,76.95040409994544,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
83,0,83,0,,,,,,,77.08492633328618,None,u,0.1289602000033483,77.08399189996999,None,77.08399189996999,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
84,0,84,0,,,,,,,77.25811983331417,None,u,0.1147977999644354,77.25625539995963,None,77.25625539995963,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
85,0,85,0,,,,,,,77.41837283329417,None,u,0.12062999996123835,77.41664669994498,None,77.41664669994498,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
86,0,86,0,,,,,,,77.57858823327891,None,u,0.11706040002172813,77.57696729997406,None,77.57696729997406,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
87,0,87,0,,,,,,,77.75164883328446,None,u,0.11147100001107901,77.74990129994694,None,77.74990129994694,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
88,0,88,0,,,,,,,77.89839693328443,None,u,0.12730690004536882,77.89670849998947,None,77.89670849998947,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
89,0,89,0,,,,,,,78.05894583330567,None,u,0.12834659998770803,78.0580129000009,None,78.0580129000009,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
90,0,90,0,,,,,,,78.23229403328926,None,u,0.11544309998862445,78.23259979998693,None,78.23259979998693,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
91,0,91,0,,,,,,,78.39189693332494,None,u,0.11166180000873283,78.39011609996669,None,78.39011609996669,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
92,0,92,0,,,,,,,78.53847633332092,None,u,0.10674139996990561,78.53824609995354,None,78.53824609995354,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
93,0,93,0,,,,,,,78.69857563329472,None,u,0.11097310000332072,78.69815919996472,None,78.69815919996472,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
94,0,94,0,,,,,,,78.8454026333134,None,u,0.1110453000292182,78.85008989996277,None,78.85008989996277,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
95,0,95,0,,,,,,,78.9939454333003,None,u,0.13333360000979155,78.99539509997703,None,78.99539509997703,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
96,0,96,0,,,,,,,79.16762253328537,None,u,0.11746479995781556,79.16683019994525,None,79.16683019994525,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
97,0,97,0,,,,,,,79.32563213329607,None,u,0.10360589995980263,79.32396629999857,None,79.32396629999857,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
98,0,98,0,,,,,,,79.45985083329336,None,u,0.10669420001795515,79.45890019997023,None,79.45890019997023,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
99,0,99,0,,,,,,,79.60655463330525,None,u,0.12093400000594556,79.60477269999683,None,79.60477269999683,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
100,0,100,0,,,,,,,79.76649183332532,None,u,0.11519360000966117,79.76524089998566,None,79.76524089998566,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
101,0,101,0,,,,,,,79.91383603332409,None,u,0.10268539999378845,79.91407959995558,None,79.91407959995558,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
102,0,102,0,,,,,,,80.06011433329743,None,u,0.10027509997598827,80.06004429998575,None,80.06004429998575,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
103,0,103,0,,,,,,,80.19255633332844,None,u,0.12185840000165626,80.19375679997029,None,80.19375679997029,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
104,0,104,0,,,,,,,80.36741103331636,None,u,0.11451069999020547,80.36698679998517,None,80.36698679998517,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
105,0,105,0,,,,,,,80.52682933328518,None,u,0.1234493000083603,80.52547049999703,None,80.52547049999703,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
106,0,106,0,,,,,,,80.6858383332806,None,u,0.11077269999077544,80.68489809997845,None,80.68489809997845,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
107,0,107,0,,,,,,,80.8468957333321,None,u,0.09816980001050979,80.84536479995586,None,80.84536479995586,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
108,0,108,0,,,,,,,80.97996263329017,None,u,0.11504549998790026,80.97754749999149,None,80.97754749999149,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
109,0,109,0,,,,,,,81.12624493329398,None,u,0.2329928000108339,81.12648639996769,None,81.12648639996769,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
110,0,110,0,,,,,,,81.39305993333303,None,u,0.11354150000261143,81.39304289995926,None,81.39304289995926,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
111,0,111,0,,,,,,,81.54035693332165,None,u,0.09888190001947805,81.5394603999448,None,81.5394603999448,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
112,0,112,0,,,,,,,81.67456323328273,None,u,0.12109330005478114,81.67327899998054,None,81.67327899998054,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
113,0,113,0,,,,,,,81.84660093329924,None,u,0.08600100001785904,81.84541079995688,None,81.84541079995688,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
114,0,114,0,,,,,,,81.96699173330174,None,u,0.11323869996704161,81.96749650000129,None,81.96749650000129,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
115,0,115,0,,,,,,,82.1146288333189,None,u,0.10277270001824945,82.11354299995583,None,82.11354299995583,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
116,0,116,0,,,,,,,82.26088323328489,None,u,0.10256839997600764,82.25988069997402,None,82.25988069997402,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
117,0,117,0,,,,,,,82.39431023330738,None,u,0.1062977000256069,82.39450359996408,None,82.39450359996408,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
118,0,118,0,,,,,,,82.54034753330828,None,u,0.11109309998573735,82.5401550999959,None,82.5401550999959,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
119,0,119,0,,,,,,,82.68790533330369,None,u,0.10764180001569912,82.6883084999863,None,82.6883084999863,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
120,0,120,0,,,,,,,82.84797353333173,None,u,0.08018559997435659,82.85166819998994,None,82.85166819998994,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
121,0,121,0,,,,,,,82.96730113332936,None,u,0.10651729995151982,82.96770959999412,None,82.96770959999412,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
122,0,122,0,,,,,,,83.12833323330463,None,u,0.1034990000189282,83.1266974999453,None,83.1266974999453,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
123,0,123,0,,,,,,,83.27444853331738,None,u,0.10438600002089515,83.27341319998959,None,83.27341319998959,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
124,0,124,0,,,,,,,83.42034673330684,None,u,0.11526330001652241,83.41974199999822,None,83.41974199999822,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
125,0,125,0,,,,,,,83.5685714333163,None,u,0.10238769999705255,83.56727849994786,None,83.56727849994786,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
126,0,126,0,,,,,,,83.72816083330738,None,u,0.09269410005072132,83.72714419994736,None,83.72714419994736,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
127,0,127,0,,,,,,,83.86155943328825,None,u,0.0971552999690175,83.86619049997535,None,83.86619049997535,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
128,0,128,0,,,,,,,83.99572863331608,None,u,0.10937250003917143,83.9993787999847,None,83.9993787999847,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
129,0,129,0,,,,,,,84.14242623328076,None,u,0.12005719996523112,84.14568869996583,None,84.14568869996583,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
130,0,130,0,,,,,,,84.30169533327765,None,u,0.12283070001285523,84.30223299999489,None,84.30223299999489,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
131,0,131,0,,,,,,,84.46149263328019,None,u,0.10940210003172979,84.46045479999157,None,84.46045479999157,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
132,0,132,0,,,,,,,84.60811443330797,None,u,0.117764700029511,84.60712569998577,None,84.60712569998577,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
133,0,133,0,,,,,,,84.76772253332504,None,u,0.11569440003950149,84.76775129995076,None,84.76775129995076,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
134,0,134,0,,,,,,,84.92851623328946,None,u,0.11165810003876686,84.92767539998749,None,84.92767539998749,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
135,0,135,0,,,,,,,85.07462993329003,None,u,0.11593379999976605,85.07418179995148,None,85.07418179995148,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
136,0,136,0,,,,,,,85.23443703330898,None,u,0.11375769996084273,85.23582659999374,None,85.23582659999374,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
137,0,137,0,,,,,,,85.38254493330217,None,u,0.10371139994822443,85.38458379998337,None,85.38458379998337,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
138,0,138,0,,,,,,,85.5421805332958,None,u,0.09227049996843562,85.54229179996764,None,85.54229179996764,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
139,0,139,0,,,,,,,85.67427373329022,None,u,0.13079309999011457,85.67455759999575,None,85.67455759999575,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
140,0,140,0,,,,,,,85.84796393331683,None,u,0.1014634000021033,85.84632979996968,None,85.84632979996968,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
141,0,141,0,,,,,,,85.98148683331286,None,u,0.12150329997530207,85.98235969996313,None,85.98235969996313,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
142,0,142,0,,,,,,,86.14181563328796,None,u,0.11230039998190477,86.14170579996426,None,86.14170579996426,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
143,0,143,0,,,,,,,86.2879276333338,None,u,0.11552270001266152,86.28681979997782,None,86.28681979997782,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
144,0,144,0,,,,,,,86.4348603332842,None,u,0.11955309996847063,86.43685669999104,None,86.43685669999104,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
145,0,145,0,,,,,,,86.60828733328574,None,u,0.10253500001272187,86.60815649997676,None,86.60815649997676,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
146,0,146,0,,,,,,,86.75489373331268,None,u,0.10615649999817833,86.75734789995477,None,86.75734789995477,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
147,0,147,0,,,,,,,86.90176323330573,None,u,0.08486620004987344,86.90690839994932,None,86.90690839994932,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
148,0,148,0,,,,,,,87.03588423331578,None,u,0.10868639999534935,87.03832399996463,None,87.03832399996463,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
149,0,149,0,,,,,,,87.1828102333316,None,u,0.08971490000840276,87.1856412999914,None,87.1856412999914,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
150,0,150,0,,,,,,,87.31516743329897,None,u,0.10787700000219047,87.31719439994777,None,87.31719439994777,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
151,0,151,0,,,,,,,87.4757740332939,None,u,0.09707820002222434,87.48376769997412,None,87.48376769997412,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
152,0,152,0,,,,,,,87.62466243329303,None,u,0.08612489997176453,87.632237599988,None,87.632237599988,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
153,0,153,0,,,,,,,87.79138026661627,None,u,0.06982650002464652,87.78997599997092,None,87.78997599997092,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
154,0,154,0,,,,,,,87.91855369998375,None,u,0.07223619997967035,87.91832859994611,None,87.91832859994611,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
155,0,155,0,,,,,,,88.05202559999888,None,u,0.09211399999912828,88.04400429996895,None,88.04400429996895,None,,0.2,001,2020_Oct_19_1328,temp,2020.1.3,None,
