trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,17.136700899998687,17.136700899998687,space,4.338660499997786,17.136700899998687,None,,,,,,,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
0,0,0,0,,,,,,,21.509309933332162,None,d,1.39161470000181,21.498933099999704,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
1,0,1,0,,,,,,,22.94930093333508,None,d,0.09209909999844967,22.939467399999558,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
2,0,2,0,,,,,,,23.084199133333215,None,d,0.08662849999745958,23.074915000001056,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
3,0,3,0,,,,,,,23.202760733333463,None,d,0.09980459999860614,23.19236770000134,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
4,0,4,0,,,,,,,23.324561533333082,None,d,0.11571600000024773,23.316191500001878,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
5,0,5,0,,,,,,,23.46939183333282,None,d,0.10973960000046645,23.460327500000858,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
6,0,6,0,,,,,,,23.60289373333265,None,d,0.09956750000128523,23.593074700002035,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
7,0,7,0,,,,,,,23.72465503333345,None,d,0.12325019999843789,23.71503120000125,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
8,0,8,0,,,,,,,23.898203633333225,None,d,0.08358990000124322,23.888556900001277,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
9,0,9,0,,,,,,,24.031632533333806,None,d,0.09606419999909122,24.022189499999513,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
10,0,10,0,,,,,,,24.164790833333,None,d,0.10115489999952842,24.154597299999296,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
11,0,11,0,,,,,,,24.29805793333483,None,d,0.10901250000097207,24.289133700000093,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
12,0,12,0,,,,,,,24.431741533332143,None,d,0.11364519999915501,24.422221699998772,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
13,0,13,0,,,,,,,24.576581033332815,None,d,0.11103199999706703,24.56684039999891,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
14,0,14,0,,,,,,,24.723306233333034,None,d,0.10524740000255406,24.713404599999194,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
15,0,15,0,,,,,,,24.856773633332097,None,d,0.12408940000022994,24.845831700000417,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
16,0,16,0,,,,,,,25.003890733333293,None,d,0.13119110000116052,24.993880599999102,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
17,0,17,0,,,,,,,25.163434933333093,None,d,0.8447412999994413,25.15372220000063,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
18,0,18,0,,,,,,,26.044198433334287,None,d,1.6837773999977799,26.034081400001014,None,,0.2,001,2020_Oct_16_1647,temp,2020.1.3,None,
