trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,space,1.0806061999755912,16.855070599995088,None,,,,,,,,,,,,,,0.2,001,2020_Oct_19_1554,headphone_calibration,2020.1.3,None,
,,,,,,,16.855070599995088,None,105.99792486662433,None,1,6.255288899992593,105.99482589995023,None,105.99482589995023,None,105.99482589995023,None,,,,,,,,
