trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,22.52201419999983,22.52201419999983,space,1.0787707999988925,22.52201419999983,None,,,,,,,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
0,0,0,0,,,,,,,23.620486066666004,None,d,3.716257099997165,23.62373889999799,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
1,0,1,0,,,,,,,27.372128433333756,None,d,1.2650444999999308,27.362085499997193,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
2,0,2,0,,,,,,,28.66594913333077,None,d,0.5259698999980174,28.659704099998635,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
3,0,3,0,,,,,,,29.226072333331587,None,d,0.39479429999846616,29.21517479999966,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
4,0,4,0,,,,,,,29.652869533333188,None,d,0.40039679999972577,29.64237299999877,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
5,0,5,0,,,,,,,30.079568233330548,None,d,0.3093900999992911,30.070253599998978,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
6,0,6,0,,,,,,,30.41344373333098,None,d,0.2296262999989267,30.4028287000001,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
7,0,7,0,,,,,,,30.679687733333168,None,d,0.16433820000020205,30.67040199999974,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
8,0,8,0,,,,,,,30.879884733331465,None,d,0.158320200000162,30.869093400000565,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
9,0,9,0,,,,,,,31.080224033332826,None,d,0.5449604999994335,31.070451100000355,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
10,0,10,0,,,,,,,31.636763266666335,None,d,0.6313841000010143,31.64206270000068,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
11,0,11,0,,,,,,,32.30715993333118,None,d,0.5390026999994006,32.297220699998434,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
12,0,12,0,,,,,,,32.894296833332675,None,d,0.354089100001147,32.88594109999758,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
13,0,13,0,,,,,,,33.29416643333073,None,d,0.5026751000004879,33.284619300000486,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
14,0,14,0,,,,,,,33.827698233330494,None,d,1.1633590999990702,33.818046099997446,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
15,0,15,0,,,,,,,35.01503193333386,None,d,0.6174057999996876,35.004251399997884,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
16,0,16,0,,,,,,,35.655024333333614,None,d,2.2086641999994754,35.64559029999873,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
17,0,17,0,,,,,,,37.895833433333365,None,d,0.6129665000007662,37.88526450000063,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
18,0,18,0,,,,,,,38.53593093333305,None,d,1.1843754000001354,38.52606480000031,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
19,0,19,0,,,,,,,39.749787433331704,None,d,4.310374200002116,39.73932549999881,None,,0.2,001,2020_Oct_16_1650,temp,2020.1.3,None,
