key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,title_text.started,title_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,6.082194000016898,14.882114899985027,None,,,,,,001,2020_Oct_20_1536,headphone_calibration,2020.1.3,60.08615151552304,
,,,,14.882114899985027,None,14.882114899985027,None,,,,,,,
