3.2716 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.7424 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
15.1790 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

15.1792 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025A4BB4D7F0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025A4BBB30B8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.1793 	EXP 	window1: recordFrameIntervals = False
15.3386 	EXP 	window1: recordFrameIntervals = True
15.4322 	WARNING 	t of last frame was 26.73ms (=1/37)
15.4636 	DATA 	Mouse: Left button down, pos=(856,304)
15.5007 	WARNING 	t of last frame was 28.02ms (=1/35)
15.5016 	DATA 	Mouse:  Left button up, pos=(856,304)
15.5019 	DATA 	Mouse: Left button down, pos=(856,304)
15.5658 	WARNING 	t of last frame was 26.11ms (=1/38)
15.6319 	WARNING 	t of last frame was 26.44ms (=1/37)
15.6462 	DATA 	Mouse:  Left button up, pos=(856,304)
15.6987 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
17.0062 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.1357 	EXP 	Sound sound_1 set volume 1.000
17.1630 	DATA 	Mouse: Left button down, pos=(854,468)
17.2232 	DATA 	Mouse:  Left button up, pos=(854,468)
18.3189 	DATA 	Keypress: up
20.8244 	DATA 	Keypress: u
31.1229 	DATA 	Keypress: d
35.2431 	DATA 	Keypress: d
37.2723 	DATA 	Keypress: d
39.1818 	DATA 	Keypress: d
40.0462 	DATA 	Keypress: d
40.2204 	DATA 	Keypress: d
43.0868 	DATA 	Keypress: u
45.0082 	DATA 	Keypress: u
45.2344 	DATA 	Keypress: u
45.4089 	DATA 	Keypress: u
45.5531 	DATA 	Keypress: u
48.0892 	DATA 	Keypress: u
48.2350 	DATA 	Keypress: u
49.1818 	DATA 	Keypress: d
49.3703 	DATA 	Keypress: d
49.5026 	DATA 	Keypress: d
49.9961 	DATA 	Keypress: u
50.1305 	DATA 	Keypress: u
50.2634 	DATA 	Keypress: u
50.4100 	DATA 	Keypress: u
50.5436 	DATA 	Keypress: u
50.6763 	DATA 	Keypress: u
50.8369 	DATA 	Keypress: u
54.5315 	DATA 	Keypress: escape
54.8428 	EXP 	window1: mouseVisible = True
