trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,3.1141689000069164,36.43711070000427,None,,,,,,,,,,,,,,001,2020_Oct_19_1627,headphone_calibration,2020.1.3,59.889671251144705,
,,,,,,,36.43711070000427,None,63.30361600000761,None,0,1.214084399980493,63.30317200004356,None,63.30317200004356,None,63.30317200004356,None,,,,,,,
