3.0354 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
11.6487 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.6490 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002A53F9E62B0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002A53FA38B38>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.6490 	EXP 	window1: recordFrameIntervals = False
11.8086 	EXP 	window1: recordFrameIntervals = True
11.9017 	WARNING 	t of last frame was 26.77ms (=1/37)
11.9686 	WARNING 	t of last frame was 27.00ms (=1/37)
12.0351 	WARNING 	t of last frame was 26.45ms (=1/37)
12.1021 	WARNING 	t of last frame was 26.94ms (=1/37)
12.1684 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
13.4760 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

13.7357 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
13.7493 	EXP 	Sound sound_1 set volume 1.000
13.7648 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
13.7700 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
13.7998 	EXP 	text: autoDraw = True
14.9209 	DATA 	Mouse: Left button down, pos=(546,633)
15.0546 	DATA 	Mouse:  Left button up, pos=(546,633)
15.4808 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
15.4879 	DATA 	Keypress: space
15.4911 	EXP 	text: autoDraw = False
15.4911 	EXP 	level_text: text = 0.1
15.4911 	EXP 	question_text: autoDraw = True
15.4911 	EXP 	level_text: autoDraw = True
17.0423 	DATA 	Keypress: up
17.0451 	EXP 	question_text: autoDraw = False
17.0451 	EXP 	level_text: autoDraw = False
17.0451 	EXP 	level_text: text = 0.6309573444801934
17.0451 	EXP 	question_text: autoDraw = True
17.0451 	EXP 	level_text: autoDraw = True
19.2428 	DATA 	Keypress: up
19.2779 	EXP 	question_text: autoDraw = False
