2.5963 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
7.0699 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
11.0704 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

11.0707 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000296EC7DD828>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000296EC8430F0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.0707 	EXP 	window1: recordFrameIntervals = False
11.2434 	EXP 	window1: recordFrameIntervals = True
11.3104 	WARNING 	t of last frame was 26.77ms (=1/37)
11.3771 	WARNING 	t of last frame was 26.89ms (=1/37)
11.4436 	WARNING 	t of last frame was 26.66ms (=1/37)
11.5103 	WARNING 	t of last frame was 26.97ms (=1/37)
11.5770 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
12.8977 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

13.0307 	EXP 	Sound sound_1 set volume 1.000
13.7556 	DATA 	Keypress: up
14.0616 	DATA 	Keypress: up
14.3424 	DATA 	Keypress: up
14.5039 	DATA 	Keypress: up
14.6757 	DATA 	Keypress: up
14.8087 	DATA 	Keypress: up
14.9691 	DATA 	Keypress: up
15.1161 	DATA 	Keypress: up
15.2768 	DATA 	Keypress: up
15.4083 	DATA 	Keypress: up
15.5552 	DATA 	Keypress: up
15.7043 	DATA 	Keypress: up
15.8375 	DATA 	Keypress: up
16.0234 	DATA 	Keypress: up
16.1832 	DATA 	Keypress: up
16.3703 	DATA 	Keypress: down
16.5155 	DATA 	Keypress: down
16.6758 	DATA 	Keypress: down
16.8245 	DATA 	Keypress: down
16.9968 	DATA 	Keypress: down
17.1160 	DATA 	Keypress: down
17.2636 	DATA 	Keypress: down
17.4498 	DATA 	Keypress: up
17.6233 	DATA 	Keypress: up
17.7694 	DATA 	Keypress: down
17.9167 	DATA 	Keypress: up
18.0904 	DATA 	Keypress: down
18.2241 	DATA 	Keypress: up
18.3722 	DATA 	Keypress: down
19.0903 	DATA 	Keypress: escape
19.3342 	EXP 	window1: mouseVisible = True
