trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,16.757712500002526,16.757712500002526,space,1.156699099999969,16.757712500002526,None,,,,,,,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
0,0,0,0,,,,,,,17.935590266668683,None,d,1.3013133999993443,17.940879800000403,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
1,0,1,0,,,,,,,19.28581723333312,None,d,1.1681590000007418,19.277012800001103,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
2,0,2,0,,,,,,,20.48687543333338,None,d,0.146377000000939,20.476672799999506,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
3,0,3,0,,,,,,,20.659751133335277,None,d,0.11088770000060322,20.65000979999968,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
4,0,4,0,,,,,,,20.793339033335116,None,d,0.1367279999976745,20.782956099999865,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
5,0,5,0,,,,,,,20.953363433335227,None,d,1.1130489999995916,20.94396770000094,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
6,0,6,0,,,,,,,22.10062613333551,None,d,0.12663419999807957,22.090049599999475,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
7,0,7,0,,,,,,,22.27400933333459,None,d,0.09187109999766108,22.263502199999493,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
8,0,8,0,,,,,,,22.394000333334162,None,d,0.10688240000308724,22.384451699999772,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
9,0,9,0,,,,,,,22.540866233332537,None,d,0.10353050000048825,22.53082500000164,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
10,0,10,0,,,,,,,22.673983233333757,None,d,0.12144889999763109,22.662630500002706,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
11,0,11,0,,,,,,,22.82080623333289,None,d,0.9418449999975564,22.81066500000088,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
12,0,12,0,,,,,,,23.807794233333453,None,d,0.13971290000336012,23.797077600000193,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
13,0,13,0,,,,,,,23.964512666665783,None,d,0.14081160000205273,23.969290799999726,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
14,0,14,0,,,,,,,24.154789233333332,None,d,1.345555099997,24.14581040000121,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
15,0,15,0,,,,,,,25.528278033333237,None,d,0.8576444999998785,25.517843900001026,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
16,0,16,0,,,,,,,26.4220863333326,None,d,0.24828730000081123,26.41443040000013,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
17,0,17,0,,,,,,,26.70227823333383,None,d,0.7122908999990614,26.692874300002586,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
18,0,18,0,,,,,,,27.449184833335067,None,d,1.3735086000015144,27.43673889999991,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
19,0,19,0,,,,,,,28.84957283333327,None,d,1.654658700001164,28.839211599999544,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
20,0,20,0,,,,,,,30.53040863333493,None,u,0.8719839999976102,30.519469499999104,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
21,0,21,0,,,,,,,31.42376493333407,None,None,,31.415151699999114,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
22,0,22,0,,,,,,,36.42240386666914,None,None,,36.424759900000936,36.424759900000936,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
23,0,23,0,,,,,,,41.424677566669075,41.42688669999916,d,2.219460500000423,41.42688669999916,41.42688669999916,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
24,0,24,0,,,,,,,43.68220783333575,None,u,1.7185322000004817,43.67209070000172,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
25,0,25,0,,,,,,,45.42888193333468,None,None,,45.417473900000914,None,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
26,0,26,0,,,,,,,50.427499666668396,None,None,,50.43011480000132,50.43011480000132,,0.2,001,2020_Oct_16_1645,temp,2020.1.3,None,
