trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.9339718000001085,285.3906400999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
,,,,,,,285.3906400999999,None,285.3906400999999,None,286.3412595,None,space,0,0.5761176000000887,286.3412595,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
,,,,,,,,,,,,,,,,,,286.94200889999956,None,space,1,0.3000888000001396,286.94200889999956,None,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
,,,,,,,,,,,,,,,,,,,,,,,,,287.25924859999986,None,space,1,0.7020422000000508,287.25924859999986,None,,,,,,,,,,,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.9930304899998,None,0,2.237048099999811,287.99299489999976,None,287.99299489999976,None,287.99299489999976,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.26184567999985,None,0,0.5550571000003401,290.2515532999996,None,290.2515532999996,None,290.2515532999996,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.8291044899996,None,0,0.9092838000001393,290.82910649999985,None,290.82910649999985,None,290.82910649999985,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.76350268999965,None,0,1.5681061999998747,291.76334259999976,None,291.76334259999976,None,291.76334259999976,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.34876028999986,None,1,0.5921280000002298,293.34856969999964,None,293.34856969999964,None,293.34856969999964,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
5,0.2,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.96567558999993,None,0,0.6168472999997903,293.96580649999987,None,293.96580649999987,None,293.96580649999987,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
6,0.2,0.7943282347242817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5999548899998,None,1,0.600003999999899,294.59993229999964,None,294.59993229999964,None,294.59993229999964,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
7,0.1,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.21749368999997,None,0,0.6253407999997762,295.2169756999997,None,295.2169756999997,None,295.2169756999997,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
8,0.1,0.6309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.8678358899996,None,1,0.5667171999998573,295.86751319999985,None,295.86751319999985,None,295.86751319999985,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
9,0.05,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.45145728999967,None,0,0.5180030000001352,296.4513502,None,296.4513502,None,296.4513502,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
10,0.05,0.5623413251903491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.98566778999964,None,0,1.1672099000002163,296.9856229999996,None,296.9856229999996,None,296.9856229999996,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
11,0.05,0.6309573444801931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.16992418999996,None,0,0.5547176000000036,298.1698723999998,None,298.1698723999998,None,298.1698723999998,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
12,0.05,0.7079457843841377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.75386208999987,None,0,1.255925699999807,298.75374669999974,None,298.75374669999974,None,298.75374669999974,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
13,0.05,0.7943282347242812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.03830228999993,None,0,0.6671839999999065,300.03829859999996,None,300.03829859999996,None,300.03829859999996,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
14,0.05,0.8912509381337451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.7222830899999,None,0,0.6967893000000913,300.7223915999998,None,300.7223915999998,None,300.7223915999998,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
15,0.05,0.9999999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.43975998999974,None,1,0.7943033000001378,301.4398612,None,301.4398612,None,301.4398612,None,,001,2020_Nov_02_1228,headphone_calibration,2020.2.4,59.925057722904214,
