trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,text_6.started,text_6.stopped,last_level_text.started,last_level_text.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.747581500000706,27.39970059999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
,,,,,,,27.39970059999996,None,27.39970059999996,None,29.170450999999957,None,space,0,0.4334441999999399,29.170450999999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
,,,,,,,,,,,,,,,,,,29.620891700000357,None,space,1,0.28947840000000724,29.620891700000357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
,,,,,,,,,,,,,,,,,,,,,,,,,29.93784080000023,None,space,1,0.4093837000000349,29.93784080000023,None,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.371419459999835,None,0,2.9409209999994346,30.372089700000288,None,30.372089700000288,None,30.372089700000288,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.35824791999967,None,0,0.3335566999994626,33.34886389999974,None,33.34886389999974,None,33.34886389999974,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.70892516000013,None,0,0.2288447000000815,33.70978540000033,None,33.70978540000033,None,33.70978540000033,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.958541060000336,None,0,0.16179800000008981,33.95844209999996,None,33.95844209999996,None,33.95844209999996,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.14197786000032,None,0,0.14643530000012106,34.14196059999995,None,34.14196059999995,None,34.14196059999995,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
5,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.308833959999994,None,0,0.14255380000031437,34.308845599999586,None,34.308845599999586,None,34.308845599999586,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
6,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47587915999984,None,1,0.20027239999944868,34.47564700000021,None,34.47564700000021,None,34.47564700000021,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
7,0.3,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.692669760000264,None,1,0.11670299999968847,34.69241820000025,None,34.69241820000025,None,34.69241820000025,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
8,0.3,0.25118864315095807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.82699465999949,None,1,0.1431348000005528,34.82588820000001,None,34.82588820000001,None,34.82588820000001,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
9,0.3,0.12589254117941676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.992672360000235,None,1,0.11135360000025685,34.99286250000023,None,34.99286250000023,None,34.99286250000023,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
10,0.3,0.06309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.12611195999953,None,1,0.11261949999970966,35.12615629999982,None,35.12615629999982,None,35.12615629999982,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
11,0.2,0.031622776601683805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.25989735999983,None,0,0.29911619999984396,35.25974599999972,None,35.25974599999972,None,35.25974599999972,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
12,0.2,0.05011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.577397060000386,None,0,0.1683061000003363,35.57673069999964,None,35.57673069999964,None,35.57673069999964,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
13,0.2,0.0794328234724282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7600776600003,None,0,0.14157189999968978,35.760399900000266,None,35.760399900000266,None,35.760399900000266,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
14,0.2,0.1258925411794168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.92820975999994,None,0,0.1274453000005451,35.92723569999998,None,35.92723569999998,None,35.92723569999998,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
15,0.2,0.1995262314968881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.07846765999975,None,0,0.11794409999947675,36.07845670000006,None,36.07845670000006,None,36.07845670000006,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
16,0.2,0.3162277660168382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.2290663599998,None,0,0.12737269999979617,36.22757360000014,None,36.22757360000014,None,36.22757360000014,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
17,0.2,0.5011872336272728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3776165600003,None,0,0.13624309999977413,36.37740649999978,None,36.37740649999978,None,36.37740649999978,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
18,0.2,0.7943282347242824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.544702260000214,None,0,0.16843989999961195,36.54440160000013,None,36.54440160000013,None,36.54440160000013,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
19,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.72860226000021,None,1,0.35989669999980833,36.72792709999976,None,36.72792709999976,None,36.72792709999976,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
20,0.2,0.6309573444801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.111743560000015,None,1,0.16619119999995746,37.11180349999995,None,37.11180349999995,None,37.11180349999995,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
21,0.2,0.3981071705534972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.29535505999966,None,1,0.1435023000003639,37.29601840000032,None,37.29601840000032,None,37.29601840000032,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
22,0.2,0.25118864315095796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.462010459999966,None,1,0.12704959999973653,37.462772400000176,None,37.462772400000176,None,37.462772400000176,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
23,0.1,0.15848931924611132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.61196545999983,None,0,0.19554650000009133,37.61222439999983,None,37.61222439999983,None,37.61222439999983,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
24,0.1,0.19952623149688792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.828888060000374,None,0,0.16159479999987525,37.829128800000035,None,37.829128800000035,None,37.829128800000035,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
25,0.1,0.25118864315095796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.01338096000027,None,0,0.12769699999989825,38.01247020000028,None,38.01247020000028,None,38.01247020000028,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
26,0.1,0.3162277660168379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16259895999983,None,0,0.13277049999942392,38.16279080000004,None,38.16279080000004,None,38.16279080000004,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
