trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,text_6.started,text_6.stopped,last_level_text.started,last_level_text.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
27,0.1,0.3981071705534972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.31308765999993,None,0,0.14161839999997028,38.312990600000376,None,38.312990600000376,None,38.312990600000376,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
28,0.1,0.5011872336272722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.479580559999796,None,0,0.16631059999963327,38.48017280000022,None,38.48017280000022,None,38.48017280000022,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
29,0.1,0.6309573444801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.66376025999953,None,0,0.2762905999998111,38.66320759999962,None,38.66320759999962,None,38.66320759999962,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
30,0.1,0.7943282347242816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.96346006000031,None,0,0.29234400000041205,38.96329960000003,None,38.96329960000003,None,38.96329960000003,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
31,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.280554060000306,None,1,0.3796747999995205,39.280579999999645,None,39.280579999999645,None,39.280579999999645,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
32,0.1,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.68118035999951,None,1,0.1806572999994387,39.6809089999997,None,39.6809089999997,None,39.6809089999997,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
33,0.1,0.6309573444801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.88082925999979,None,1,0.12282679999952961,39.88101219999953,None,39.88101219999953,None,39.88101219999953,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
34,0.1,0.5011872336272722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03105755999977,None,1,0.13274580000052083,40.03193850000025,None,40.03193850000025,None,40.03193850000025,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
35,0.05,0.3981071705534972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.18146835999969,None,0,0.22777700000006007,40.18215239999972,None,40.18215239999972,None,40.18215239999972,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
36,0.05,0.44668359215096304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.43187586000031,None,0,0.15893049999976938,40.43204499999956,None,40.43204499999956,None,40.43204499999956,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
37,0.05,0.5011872336272721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.615067060000094,None,0,0.13532739999936894,40.615331299999525,None,40.615331299999525,None,40.615331299999525,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
38,0.05,0.5623413251903489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.76632626000001,None,0,0.1301180000000386,40.765338999999585,None,40.765338999999585,None,40.765338999999585,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
39,0.05,0.6309573444801929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91545416000017,None,0,0.13509849999991275,40.915783000000374,None,40.915783000000374,None,40.915783000000374,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
40,0.05,0.7079457843841375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.06548445999952,None,0,0.13455849999991187,41.06568080000034,None,41.06568080000034,None,41.06568080000034,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
41,0.05,0.7943282347242809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.21602856000036,None,0,0.13314230000014504,41.21563650000007,None,41.21563650000007,None,41.21563650000007,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
42,0.05,0.8912509381337448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.365892760000044,None,0,0.135929699999906,41.366072599999825,None,41.366072599999825,None,41.366072599999825,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
43,0.05,0.9999999999999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.51802596000025,None,1,0.3096440999997867,41.516065300000264,None,41.516065300000264,None,41.516065300000264,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
44,0.05,0.8912509381337448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.849873659999595,None,1,0.17455939999945258,41.850063599999885,None,41.850063599999885,None,41.850063599999885,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
45,0.05,0.7943282347242809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.04971865999969,None,1,0.13294130000031146,42.04977650000001,None,42.04977650000001,None,42.04977650000001,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
46,0.05,0.7079457843841375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20008575999973,None,1,0.2858825999992405,42.200542399999904,None,42.200542399999904,None,42.200542399999904,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
47,0.01,0.6309573444801929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.50168695999955,None,0,1.6496830999994927,42.502019599999585,None,42.502019599999585,None,42.502019599999585,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
48,0.01,0.6456542290346552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.169280860000164,None,0,0.5351439000005485,44.16856250000001,None,44.16856250000001,None,44.16856250000001,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
49,0.01,0.6606934480075957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.72010236000015,None,0,0.4070944999994026,44.719148199999836,None,44.719148199999836,None,44.719148199999836,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
50,0.01,0.6760829753919814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1530185599996,None,0,0.6432604999999967,45.152859400000125,None,45.152859400000125,None,45.152859400000125,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
51,0.01,0.6918309709189361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.82127546000002,None,0,0.8788446000007752,45.8204268999998,None,45.8204268999998,None,45.8204268999998,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
52,0.01,0.7079457843841375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.72107025999967,None,0,0.6225304999998116,46.72129320000022,None,46.72129320000022,None,46.72129320000022,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
53,0.01,0.7244359600749896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3717812599999,None,0,0.8280224000000089,47.372999600000185,None,47.372999600000185,None,47.372999600000185,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
54,0.01,0.7413102413009169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.22260405999996,None,0,0.7088514000006398,48.222714200000155,None,48.222714200000155,None,48.222714200000155,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
55,0.01,0.7585775750291831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.956710159999695,None,0,1.0627156999998988,48.956698299999516,None,48.956698299999516,None,48.956698299999516,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
56,0.01,0.7762471166286911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.04131825999966,None,0,0.869699099999707,50.04128729999957,None,50.04128729999957,None,50.04128729999957,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
57,0.01,0.7943282347242808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.94204986000032,None,0,1.2370528000001286,50.94196879999981,None,50.94196879999981,None,50.94196879999981,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
58,0.01,0.8128305161640985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.194882459999555,None,0,0.7041384000003745,52.19749890000003,None,52.19749890000003,None,52.19749890000003,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
59,0.01,0.8317637711026702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9274687600001,None,0,1.4526242999991155,52.92755649999981,None,52.92755649999981,None,52.92755649999981,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
60,0.01,0.8511380382023757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.39549915999951,None,0,1.0060622000000876,54.39539659999991,None,54.39539659999991,None,54.39539659999991,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
61,0.01,0.8709635899560798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.42985075999977,None,0,0.7105411000002277,55.43152989999999,None,55.43152989999999,None,55.43152989999999,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
62,0.01,0.8912509381337447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1646848600004,None,0,4.229917999999998,56.163951200000156,None,56.163951200000156,None,56.163951200000156,None,,,,,,,,,,,,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.41859459999978,None,60.41859459999978,None,60.41859459999978,None,e,1,31.824565500000062,60.41859459999978,None,,001,2020_Nov_02_1304,headphone_calibration,2020.2.4,59.53128636990234,
