trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,14.477005099997768,14.477005099997768,space,0.7172045000006619,14.477005099997768,None,,,,,,,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
0,0,0,0,,,,,,,15.219011866666067,None,d,1.037041199997475,15.223988599998847,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
1,0,1,0,,,,,,,16.30301613333043,None,d,0.18546739999874262,16.294107499998063,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
2,0,2,0,,,,,,,16.516638333331258,None,d,0.14114519999930053,16.507087999998475,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
3,0,3,0,,,,,,,16.690513133330143,None,d,0.1595010999990336,16.679419999996753,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
4,0,4,0,,,,,,,16.876568233332847,None,d,0.10022770000068704,16.86572719999822,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
5,0,5,0,,,,,,,17.009792533332558,None,d,0.12846260000151233,16.999570799998764,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
6,0,6,0,,,,,,,17.16993393333226,None,d,0.11825169999792706,17.160535199996957,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
7,0,7,0,,,,,,,17.317555233330978,None,d,0.09332419999918784,17.306860900000174,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
8,0,8,0,,,,,,,17.437744633331505,None,d,0.11277150000023539,17.428159299997787,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
9,0,9,0,,,,,,,17.582935633331118,None,d,0.11845349999930477,17.57292999999845,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
10,0,10,0,,,,,,,17.744715233330254,None,d,0.09357160000217846,17.734470199997304,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
11,0,11,0,,,,,,,17.878287833333644,None,d,0.09728469999754452,17.868635499999073,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
12,0,12,0,,,,,,,18.011255633330194,None,d,0.10151019999830169,18.000269799998932,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
13,0,13,0,,,,,,,18.144768333332223,None,d,0.11724319999848376,18.13405209999837,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
14,0,14,0,,,,,,,18.29131023333005,None,d,0.101633899997978,18.281190999998216,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
15,0,15,0,,,,,,,18.424923533330485,None,d,0.12621910000234493,18.414939799997228,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
16,0,16,0,,,,,,,18.583509033331694,None,d,0.10312079999857815,18.57359179999912,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
17,0,17,0,,,,,,,18.717535533331585,None,d,0.11412000000200351,18.707318799999484,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
18,0,18,0,,,,,,,18.863823533331498,None,d,0.09719820000100299,18.85286399999677,None,,0.2,001,2020_Oct_16_1653,temp,2020.1.3,None,
