trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.4668600999975752,14.956748600001447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
,,,,,,,14.956748600001447,None,14.956748600001447,None,16.440112299998873,None,space,0,0.5461737000005087,16.440112299998873,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
,,,,,,,,,,,,,,,,,,17.00758969999879,None,space,1,0.4863851000009163,17.00758969999879,None,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
,,,,,,,,,,,,,,,,,,,,,,,,,17.524625999998534,None,space,1,0.4904653000012331,17.524625999998534,None,,,,,,,,,,,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.442085999999108,None,0,1.5442531000007875,18.445607000001473,None,18.445607000001473,None,18.445607000001473,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.426915320000262,None,0,0.0076429999971878715,20.421027100001083,None,20.421027100001083,None,20.421027100001083,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.85959509999884,None,0,0.7179351999984647,20.86110969999936,None,20.86110969999936,None,20.86110969999936,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.995281100000284,None,1,4.312998900000821,21.995121799998742,None,21.995121799998742,None,21.995121799998742,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
4,0.2,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73349690000032,None,0,0.6892430000007153,26.733770499999082,None,26.733770499999082,None,26.733770499999082,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
5,0.2,0.6309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.85127999999895,None,0,0.26212159999704454,27.85229579999941,None,27.85229579999941,None,27.85229579999941,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
6,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.535214299998188,None,1,0.9696865000005346,28.533182999999553,None,28.533182999999553,None,28.533182999999553,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
7,0.1,0.6309573444801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.92054619999908,None,0,0.7328601000008348,29.922998499998357,None,29.922998499998357,None,29.922998499998357,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
8,0.1,0.7943282347242816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.070872999996936,None,1,1.0759071000029508,31.071348800000123,None,31.071348800000123,None,31.071348800000123,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
9,0.05,0.6309573444801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.572491199996875,None,0,0.5691020999984175,32.57481959999859,None,32.57481959999859,None,32.57481959999859,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
10,0.05,0.7079457843841378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57350729999962,None,0,0.5302283999990323,33.57538209999984,None,33.57538209999984,None,33.57538209999984,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
11,0.05,0.7943282347242813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5249894999979,None,0,0.8668180999993638,34.527390399998694,None,34.527390399998694,None,34.527390399998694,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
12,0.05,0.8912509381337452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.80943769999794,None,0,4.977150200000324,35.810092700001405,None,35.810092700001405,None,35.810092700001405,None,,001,2020_Nov_02_1617,headphone_calibration,2020.2.4,59.86944868105164,
