desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,8.728158500000063,None,8.728158500000063,None,space,1,0.8010398999999779,8.728158500000063,None,,,,,,,,,,,,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
30,0,0,0,0,,,,,,,,,,9.595586400000002,None,9.595586400000002,None,9.594113849999962,None,space,1,2.6986299000000145,9.595586400000002,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
35,0,1,1,1,,,,,,,,,,12.313630600000124,None,12.313630600000124,None,12.313472249999972,None,space,1,0.36399230000006355,12.313630600000124,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
40,0,2,2,2,,,,,,,,,,12.697231900000133,None,12.697231900000133,None,12.697156250000102,None,space,1,0.2776330000001508,12.697231900000133,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
45,0,3,3,3,,,,,,,,,,12.99748999999997,None,12.99748999999997,None,12.997736750000126,None,space,1,0.1593926000000465,12.99748999999997,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
50,0,4,4,4,,,,,,,,,,13.18117200000006,None,13.18117200000006,None,13.181273550000082,None,space,1,0.14671320000002197,13.18117200000006,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
55,0,5,5,5,,,,,,,,,,13.34785890000012,None,13.34785890000012,None,13.34827085000013,None,space,1,1.24770320000016,13.34785890000012,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
60,0,6,6,6,,,,,,,,,,14.615949799999953,None,14.615949799999953,None,14.616145450000044,None,space,1,0.1518329000000449,14.615949799999953,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
65,0,7,7,7,,,,,,,,,,14.79977000000008,None,14.79977000000008,None,14.799514750000139,None,space,1,0.41490029999999933,14.79977000000008,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
70,0,8,8,8,,,,,,,,,,15.233107300000029,None,15.233107300000029,None,15.23345795000007,None,space,1,0.2764064000000417,15.233107300000029,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
75,0,9,9,9,,,,,,,,,,15.53345800000011,None,15.53345800000011,None,15.533238850000156,None,space,1,0.6414964999999029,15.53345800000011,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
80,0,10,10,10,,,,,,,,,,16.20101090000003,None,16.20101090000003,None,16.20069545000008,None,space,1,1.0603532000000087,16.20101090000003,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
85,0,11,11,11,,,,,,,,,,17.28514199999995,None,17.28514199999995,None,17.285415950000083,None,space,1,0.7118843000000652,17.28514199999995,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
90,0,12,12,12,,,,,,,,,,18.01931260000015,None,18.01931260000015,None,18.019178350000015,None,space,1,1.7042555999998967,18.01931260000015,None,,,1,2020_Nov_02_1154,headphone_calibration_check,2020.2.4,59.717215099680544,
