trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,35.67182210000101,35.67182210000101,space,0.22543230000155745,35.67182210000101,None,,,,,,,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
0,0,0,0,,,,,,,35.93541803333258,None,d,1.004038799997943,35.924044200000935,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
1,0,1,0,,,,,,,36.97634063333365,None,d,0.1222922999986622,36.96694320000097,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
2,0,2,0,,,,,,,37.1059505666674,None,d,0.11214670000117621,37.11135220000142,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
3,0,3,0,,,,,,,37.25607193333465,None,d,0.1066759000023012,37.246547999999166,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
4,0,4,0,,,,,,,37.39060083333291,None,d,0.12264019999929587,37.38013349999892,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
5,0,5,0,,,,,,,37.536368633333524,None,d,0.11918310000328347,37.5260128000009,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
6,0,6,0,,,,,,,37.682802833333454,None,d,0.13471070000014151,37.67187570000169,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
7,0,7,0,,,,,,,37.8430108333346,None,d,0.11892040000020643,37.83277920000182,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
8,0,8,0,,,,,,,37.98980753333356,None,d,0.12312190000011469,37.979869800001325,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
9,0,9,0,,,,,,,38.13679833333347,None,d,0.11346530000082566,38.127024400000664,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
10,0,10,0,,,,,,,38.28544863333494,None,d,0.11414920000243,38.275303400001576,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
11,0,11,0,,,,,,,38.43002863333507,None,d,0.12960710000334075,38.419091700001445,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
12,0,12,0,,,,,,,38.591598733332404,None,d,0.09880820000034873,38.58177430000069,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
13,0,13,0,,,,,,,38.72364563333443,None,d,0.1129966999978933,38.71328359999825,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
14,0,14,0,,,,,,,38.87017643333505,None,d,0.10315999999875203,38.86085250000178,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
15,0,15,0,,,,,,,39.00360013333241,None,d,0.3745921999980055,38.99447190000137,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
16,0,16,0,,,,,,,39.40435873333311,None,d,0.16462119999778224,39.39410359999965,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
17,0,17,0,,,,,,,39.603954233335145,None,d,0.13025850000121864,39.59335270000156,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
18,0,18,0,,,,,,,39.76374113333489,None,d,0.14251900000090245,39.75270100000125,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
19,0,19,0,,,,,,,39.93852903333439,None,d,22.32931869999811,39.92833700000119,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
20,0,20,0,,,,,,,62.29255293333384,None,d,0.14338100000168197,62.28216070000053,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
21,0,21,0,,,,,,,62.46525313333453,None,d,0.11816739999994752,62.45446190000075,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
22,0,22,0,,,,,,,62.61204253333247,None,d,0.11885619999884511,62.60144619999846,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
23,0,23,0,,,,,,,62.75899453333162,None,d,0.11961019999944256,62.747364499999094,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
24,0,24,0,,,,,,,62.91875583333288,None,d,0.08424019999802113,62.90899690000151,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
25,0,25,0,,,,,,,63.02576433333209,None,d,0.11358289999770932,63.01731870000003,None,,0.2,001,2020_Oct_16_1703,temp,2020.1.3,None,
