trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.3686516000307165,19.93603450001683,None,,,,,,,,,,,,,,001,2020_Oct_19_1649,headphone_calibration,2020.1.3,59.777758235304766,
,,,,,,,19.93603450001683,None,86.57738748003612,None,1,4.868898599990644,86.5774134999956,None,86.5774134999956,None,86.5774134999956,None,,,,,,,
