2.9657 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
14.7217 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.7219 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C7C26062B0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C7C2658B38>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.7220 	EXP 	window1: recordFrameIntervals = False
14.8815 	EXP 	window1: recordFrameIntervals = True
14.9211 	WARNING 	t of last frame was 26.65ms (=1/37)
14.9882 	WARNING 	t of last frame was 26.87ms (=1/37)
15.0551 	WARNING 	t of last frame was 26.90ms (=1/37)
15.1216 	WARNING 	t of last frame was 26.65ms (=1/37)
15.1886 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
16.5490 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.7903 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
16.8038 	EXP 	Sound sound_1 set volume 1.000
16.8194 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
16.8241 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
16.8551 	EXP 	text: autoDraw = True
17.9393 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
17.9480 	DATA 	Keypress: space
17.9506 	EXP 	text: autoDraw = False
17.9506 	EXP 	level_text: text = 0.1
17.9506 	EXP 	question_text: autoDraw = True
17.9506 	EXP 	level_text: autoDraw = True
20.1276 	DATA 	Keypress: up
20.1713 	EXP 	question_text: autoDraw = False
20.1713 	EXP 	level_text: autoDraw = False
20.1713 	EXP 	level_text: text = 0.6309573444801934
20.1713 	EXP 	question_text: autoDraw = True
20.1713 	EXP 	level_text: autoDraw = True
20.7957 	DATA 	Keypress: up
20.8304 	EXP 	question_text: autoDraw = False
20.8304 	EXP 	level_text: autoDraw = False
20.8304 	EXP 	level_text: text = 1
20.8304 	EXP 	question_text: autoDraw = True
20.8304 	EXP 	level_text: autoDraw = True
22.2688 	DATA 	Keypress: down
22.2722 	EXP 	question_text: autoDraw = False
22.2722 	EXP 	level_text: autoDraw = False
22.2722 	EXP 	level_text: text = 0.15848931924611132
22.2722 	EXP 	question_text: autoDraw = True
22.2722 	EXP 	level_text: autoDraw = True
22.8810 	DATA 	Keypress: up
22.8976 	EXP 	question_text: autoDraw = False
22.8976 	EXP 	level_text: autoDraw = False
22.8976 	EXP 	level_text: text = 0.630957344480193
22.8976 	EXP 	question_text: autoDraw = True
22.8976 	EXP 	level_text: autoDraw = True
24.6155 	DATA 	Keypress: down
24.6193 	EXP 	question_text: autoDraw = False
24.6193 	EXP 	level_text: autoDraw = False
24.6193 	EXP 	level_text: text = 0.15848931924611132
24.6193 	EXP 	question_text: autoDraw = True
