trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.9013627999811433,6.969740400032606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
,,,,,,,6.969740400032606,None,7.89997680002125,None,space,0,0.5739570999867283,7.89997680002125,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
,,,,,,,,,,,,,,,,8.499369900033344,None,space,1,0.5515143000520766,8.499369900033344,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
,,,,,,,,,,,,,,,,,,,,,,,9.08224890002748,None,space,1,0.7991220999974757,9.08224890002748,None,,,,,,,,,,,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.898125849990175,None,0,0.6510401000268757,9.89769690000685,None,9.89769690000685,None,9.89769690000685,None,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.563785350043327,None,0,0.3669361000065692,10.56869700003881,None,10.56869700003881,None,10.56869700003881,None,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96352505000541,None,0,0.2618740000179969,10.963726699992549,None,10.963726699992549,None,10.963726699992549,None,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.246630849991925,None,0,0.19743870000820607,11.246747100027278,None,11.246747100027278,None,11.246747100027278,None,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.463148049986922,None,1,0.2725017000338994,11.462858300015796,None,11.462858300015796,None,11.462858300015796,None,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
5,0.3,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.762536450033076,None,1,0.10760399996070191,11.762684200017247,None,11.762684200017247,None,11.762684200017247,None,,001,2020_Oct_20_1424,headphone_calibration,2020.1.3,60.04686057729529,
