key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.6478925000410527,8.250469899969175,None,,,,001,2020_Oct_20_1355,headphone_calibration,2020.1.3,60.133520484508296,
,,,,8.250469899969175,None,,,,,,,
