2.8428 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
16.0513 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

16.0516 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000020A71294240>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020A712E8AC8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.0516 	EXP 	window1: recordFrameIntervals = False
16.2114 	EXP 	window1: recordFrameIntervals = True
16.2516 	WARNING 	t of last frame was 27.00ms (=1/37)
16.3183 	WARNING 	t of last frame was 26.99ms (=1/37)
16.3848 	WARNING 	t of last frame was 26.54ms (=1/37)
16.4513 	WARNING 	t of last frame was 26.88ms (=1/37)
16.5183 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
17.8787 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

18.1346 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.1484 	EXP 	Sound sound_1 set volume 1.000
18.1647 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
18.1701 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
18.2001 	EXP 	text: autoDraw = True
19.5098 	DATA 	Mouse: Left button down, pos=(506,318)
19.6172 	DATA 	Mouse:  Left button up, pos=(506,318)
19.7366 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
19.7436 	DATA 	Keypress: space
19.7467 	EXP 	text: autoDraw = False
19.7467 	EXP 	level_text: text = 0.1
19.7467 	EXP 	question_text: autoDraw = True
19.7467 	EXP 	level_text: autoDraw = True
21.5111 	DATA 	Keypress: up
21.5137 	EXP 	question_text: autoDraw = False
21.5137 	EXP 	level_text: autoDraw = False
21.5137 	EXP 	level_text: text = 0.6309573444801934
21.5137 	EXP 	question_text: autoDraw = True
21.5137 	EXP 	level_text: autoDraw = True
22.1812 	DATA 	Keypress: up
22.1868 	EXP 	question_text: autoDraw = False
22.1868 	EXP 	level_text: autoDraw = False
22.1868 	EXP 	level_text: text = 1
22.1868 	EXP 	question_text: autoDraw = True
22.1868 	EXP 	level_text: autoDraw = True
23.2242 	DATA 	Keypress: down
23.2282 	EXP 	question_text: autoDraw = False
23.2282 	EXP 	level_text: autoDraw = False
23.2282 	EXP 	level_text: text = 0.15848931924611132
23.2282 	EXP 	question_text: autoDraw = True
23.2282 	EXP 	level_text: autoDraw = True
23.7832 	DATA 	Keypress: up
23.7876 	EXP 	question_text: autoDraw = False
23.7876 	EXP 	level_text: autoDraw = False
23.7876 	EXP 	level_text: text = 0.630957344480193
23.7876 	EXP 	question_text: autoDraw = True
23.7876 	EXP 	level_text: autoDraw = True
25.4727 	DATA 	Keypress: up
25.5080 	EXP 	question_text: autoDraw = False
25.5080 	EXP 	level_text: autoDraw = False
25.5080 	EXP 	level_text: text = 1
25.5080 	EXP 	question_text: autoDraw = True
25.5080 	EXP 	level_text: autoDraw = True
26.6776 	DATA 	Keypress: down
26.6819 	EXP 	question_text: autoDraw = False
26.6819 	EXP 	level_text: autoDraw = False
26.6819 	EXP 	level_text: text = 0.251188643150958
26.6819 	EXP 	question_text: autoDraw = True
26.6819 	EXP 	level_text: autoDraw = True
27.6260 	DATA 	Keypress: up
27.6422 	EXP 	question_text: autoDraw = False
27.6422 	EXP 	level_text: autoDraw = False
27.6422 	EXP 	level_text: text = 0.6309573444801932
27.6422 	EXP 	question_text: autoDraw = True
27.6422 	EXP 	level_text: autoDraw = True
28.4643 	DATA 	Keypress: up
28.4697 	EXP 	question_text: autoDraw = False
28.4697 	EXP 	level_text: autoDraw = False
28.4697 	EXP 	level_text: text = 1
28.4697 	EXP 	question_text: autoDraw = True
28.4697 	EXP 	level_text: autoDraw = True
29.5055 	DATA 	Keypress: down
29.5231 	EXP 	question_text: autoDraw = False
29.5231 	EXP 	level_text: autoDraw = False
29.5231 	EXP 	level_text: text = 0.39810717055349726
29.5231 	EXP 	question_text: autoDraw = True
29.5231 	EXP 	level_text: autoDraw = True
30.7272 	DATA 	Keypress: up
30.7505 	EXP 	question_text: autoDraw = False
30.7505 	EXP 	level_text: autoDraw = False
30.7505 	EXP 	level_text: text = 0.5011872336272724
30.7505 	EXP 	question_text: autoDraw = True
30.7505 	EXP 	level_text: autoDraw = True
31.9592 	DATA 	Keypress: up
31.9636 	EXP 	question_text: autoDraw = False
31.9636 	EXP 	level_text: autoDraw = False
31.9636 	EXP 	level_text: text = 0.6309573444801934
31.9636 	EXP 	question_text: autoDraw = True
31.9636 	EXP 	level_text: autoDraw = True
33.2938 	DATA 	Keypress: up
33.2979 	EXP 	question_text: autoDraw = False
33.2979 	EXP 	level_text: autoDraw = False
33.2979 	EXP 	level_text: text = 0.7943282347242817
33.2979 	EXP 	question_text: autoDraw = True
33.2979 	EXP 	level_text: autoDraw = True
37.3504 	DATA 	Keypress: down
37.3532 	EXP 	question_text: autoDraw = False
37.3532 	EXP 	level_text: autoDraw = False
37.3532 	EXP 	level_text: text = 0.6309573444801934
37.3532 	EXP 	question_text: autoDraw = True
37.3532 	EXP 	level_text: autoDraw = True
37.4557 	DATA 	Keypress: down
37.4598 	EXP 	question_text: autoDraw = False
37.4598 	EXP 	level_text: autoDraw = False
37.4598 	EXP 	level_text: text = 0.5011872336272724
37.4598 	EXP 	question_text: autoDraw = True
37.4598 	EXP 	level_text: autoDraw = True
37.6022 	DATA 	Keypress: down
37.6061 	EXP 	question_text: autoDraw = False
37.6061 	EXP 	level_text: autoDraw = False
37.6061 	EXP 	level_text: text = 0.39810717055349726
37.6061 	EXP 	question_text: autoDraw = True
37.6061 	EXP 	level_text: autoDraw = True
37.7758 	DATA 	Keypress: down
37.7799 	EXP 	question_text: autoDraw = False
37.7799 	EXP 	level_text: autoDraw = False
37.7799 	EXP 	level_text: text = 0.31622776601683794
37.7799 	EXP 	question_text: autoDraw = True
37.7799 	EXP 	level_text: autoDraw = True
37.9095 	DATA 	Keypress: down
37.9134 	EXP 	question_text: autoDraw = False
37.9134 	EXP 	level_text: autoDraw = False
37.9134 	EXP 	level_text: text = 0.251188643150958
37.9134 	EXP 	question_text: autoDraw = True
37.9134 	EXP 	level_text: autoDraw = True
38.0371 	DATA 	Keypress: down
38.0593 	EXP 	question_text: autoDraw = False
38.0593 	EXP 	level_text: autoDraw = False
38.0593 	EXP 	level_text: text = 0.19952623149688795
38.0593 	EXP 	question_text: autoDraw = True
38.0593 	EXP 	level_text: autoDraw = True
38.2023 	DATA 	Keypress: down
38.2064 	EXP 	question_text: autoDraw = False
38.2064 	EXP 	level_text: autoDraw = False
