key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,1.8266029999940656,13.223493100027554,None,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1531,headphone_calibration,2020.1.3,60.15229358811043,
,,,,13.223493100027554,None,13.223493100027554,None,15.080973400035873,None,space,0,2.731707099999767,15.080973400035873,None,,,,,,,,,001,2020_Oct_20_1531,headphone_calibration,2020.1.3,60.15229358811043,
,,,,,,,,,,,,,,,17.844432800018694,None,space,1,13.146083100000396,17.844432800018694,None,,001,2020_Oct_20_1531,headphone_calibration,2020.1.3,60.15229358811043,
