trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
,,,,12.865780399999494,12.865780399999494,space,2.9610898999999336,12.865780399999494,None,,,,,,,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
0,0,0,0,,,,,,,15.850577766665326,None,d,1.0030409999999392,15.855211599999166,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
1,0,1,0,,,,,,,16.894266033334617,None,d,0.14077399999951012,16.883881999998266,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
2,0,2,0,,,,,,,17.067622633334878,None,d,0.0939978999995219,17.058468700000958,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
3,0,3,0,,,,,,,17.187914933333133,None,d,0.10569129999930738,17.178146499998547,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
4,0,4,0,,,,,,,17.335854733334173,None,d,0.08758579999994254,17.325616199999786,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
5,0,5,0,,,,,,,17.469291533333063,None,d,0.0891330000013113,17.46128619999945,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
6,0,6,0,,,,,,,17.602412133332592,None,d,0.08473859999867273,17.593746700000338,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
7,0,7,0,,,,,,,17.735636733334587,None,d,0.08935809999820776,17.725786700000754,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
8,0,8,0,,,,,,,17.86914053333433,None,d,0.08987230000275304,17.859106600000814,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
9,0,9,0,,,,,,,18.00295813333335,None,d,0.08231359999990673,18.003368099998625,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
10,0,10,0,,,,,,,18.1213371333329,None,d,0.10407499999928405,18.111114600000292,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
11,0,11,0,,,,,,,18.26803613333371,None,d,0.0941043000020727,18.258732900001633,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
12,0,12,0,,,,,,,18.401536433332268,None,d,0.09660280000025523,18.3923020000002,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
13,0,13,0,,,,,,,18.53485003333165,None,d,0.09460530000069411,18.527264500000456,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
14,0,14,0,,,,,,,18.668219233332394,None,d,0.09935769999719923,18.65895610000007,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
15,0,15,0,,,,,,,18.801621933333564,None,d,0.11291749999872991,18.79274609999993,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
16,0,16,0,,,,,,,18.948286433333607,None,d,0.11661240000103135,18.937268500001665,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
17,0,17,0,,,,,,,19.096492433331633,None,d,0.09577590000117198,19.086723799999163,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
18,0,18,0,,,,,,,19.21661293333503,None,d,0.11322629999995115,19.20646670000133,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
19,0,19,0,,,,,,,19.36310493333488,None,d,0.11854990000210819,19.35200640000039,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
20,0,20,0,,,,,,,19.50833623333213,None,d,0.1050137000020186,19.49796620000052,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
21,0,21,0,,,,,,,19.64367393333353,None,d,0.12507199999890872,19.63249889999861,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
22,0,22,0,,,,,,,19.81548093333234,None,d,0.08967710000069928,19.805285499998718,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
23,0,23,0,,,,,,,19.948776033332734,None,d,0.0999429000003147,19.938544199998432,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
24,0,24,0,,,,,,,20.081936733332014,None,d,0.08492759999717236,20.071076000000176,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
25,0,25,0,,,,,,,20.1886672333317,None,d,0.1174085999991803,20.177945999999793,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
26,0,26,0,,,,,,,20.34881183333394,None,d,0.09896920000028331,20.339421100001346,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
27,0,27,0,,,,,,,20.482256433334015,None,d,0.10354340000048978,20.473098300000856,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
28,0,28,0,,,,,,,20.6168059333327,None,d,0.11373909999747411,20.60522050000145,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
29,0,29,0,,,,,,,20.76218593333445,None,d,0.11709610000252724,20.750792200000433,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
30,0,30,0,,,,,,,20.909098133332492,None,d,0.1121856999998272,20.899205400000938,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
31,0,31,0,,,,,,,21.055839133332967,None,d,0.11953270000230987,21.044202699999005,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
32,0,32,0,,,,,,,21.21575733333205,None,d,0.11207569999896805,21.20500549999997,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
33,0,33,0,,,,,,,21.349120233332116,None,d,0.11530459999994491,21.339506000000256,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
34,0,34,0,,,,,,,21.495900533333526,None,d,0.11134410000158823,21.48531920000096,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
35,0,35,0,,,,,,,21.629187833332736,None,d,0.13082109999959357,21.619445899999846,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
36,0,36,0,,,,,,,21.790668733334797,None,d,0.1182239000008849,21.7798890999984,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
37,0,37,0,,,,,,,21.94938523333306,None,d,0.12027149999994435,21.93936549999853,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
38,0,38,0,,,,,,,22.09605273333412,None,d,0.12367030000314116,22.086025900000095,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
39,0,39,0,,,,,,,22.24331963333364,None,d,0.10602729999664007,22.233979100001307,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
40,0,40,0,,,,,,,22.37613093333178,None,d,0.12865049999891198,22.365481400000135,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
41,0,41,0,,,,,,,22.53619533333452,None,d,0.11328690000300412,22.52545259999897,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
42,0,42,0,,,,,,,22.69630513333371,None,d,0.09112830000231043,22.686260200000106,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
43,0,43,0,,,,,,,22.83093563333435,None,d,0.08752269999968121,22.821303100001387,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
44,0,44,0,,,,,,,22.964259433335002,None,d,0.09472359999926994,22.953761699998722,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
45,0,45,0,,,,,,,23.097925933333073,None,d,0.10216829999990296,23.089415099999314,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
46,0,46,0,,,,,,,23.231158833332785,None,d,0.10968289999800618,23.221546299999318,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
47,0,47,0,,,,,,,23.36502913333291,None,d,0.11671179999757442,23.35419919999913,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
48,0,48,0,,,,,,,23.510984033332107,None,d,0.11837690000174916,23.500663800001348,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
49,0,49,0,,,,,,,23.656697633334744,None,d,0.11645150000185822,23.64651370000138,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
50,0,50,0,,,,,,,23.787086266668,None,d,0.11086249999789288,23.791701099999045,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
51,0,51,0,,,,,,,23.93736633333222,None,d,0.1186344999987341,23.926582500000222,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
52,0,52,0,,,,,,,24.096945633333718,None,d,0.09683250000307453,24.086676899998565,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
53,0,53,0,,,,,,,24.217095933334832,None,d,0.12566159999914817,24.20648799999981,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
54,0,54,0,,,,,,,24.377099433332234,None,d,0.331963699998596,24.36590399999841,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
55,0,55,0,,,,,,,24.737248533333087,None,d,0.06372510000073817,24.72658980000051,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
56,0,56,0,,,,,,,24.843730933331727,None,d,0.12146049999864772,24.833875699998316,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
57,0,57,0,,,,,,,24.99193253333263,None,d,0.07024529999762308,24.981301700001495,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
58,0,58,0,,,,,,,25.083974233334203,None,d,0.04024529999878723,25.07402169999841,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
59,0,59,0,,,,,,,25.15054043333342,None,d,0.08287019999988843,25.139016500001162,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
60,0,60,0,,,,,,,25.258595433334023,None,d,0.05265080000026501,25.25129499999821,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
61,0,61,0,,,,,,,25.337852333334496,None,d,0.0571310999985144,25.326886200000445,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
62,0,62,0,,,,,,,25.417373233333393,None,d,0.05507629999920027,25.407031599999755,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
63,0,63,0,,,,,,,25.497501233334816,None,d,0.05496889999994892,25.487737300001754,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
64,0,64,0,,,,,,,25.578423733332357,None,d,0.059130999998160405,25.570071900001494,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
65,0,65,0,,,,,,,25.670676233334717,None,d,0.05343399999765097,25.659243199999764,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
66,0,66,0,,,,,,,25.751898833332717,None,d,0.047210199998517055,25.745864799999254,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
67,0,67,0,,,,,,,25.8444579333341,None,d,0.05193120000330964,25.83409390000088,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
68,0,68,0,,,,,,,25.92512523333474,None,d,0.056379800000286195,25.91485449999891,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
69,0,69,0,,,,,,,26.00409673333391,None,d,0.050190800000564195,25.993192300000374,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
70,0,70,0,,,,,,,26.085811933332053,None,d,0.07617229999959818,26.07444469999973,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
71,0,71,0,,,,,,,26.190872733332554,None,d,0.1229204999981448,26.182188800001313,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
72,0,72,0,,,,,,,26.338962433332682,None,d,0.13564360000236775,26.330247199999576,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
73,0,73,0,,,,,,,26.51244923333482,None,d,0.058726499999465887,26.502179300001444,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
74,0,74,0,,,,,,,26.605772733332316,None,d,0.0543708000004699,26.59661639999831,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
75,0,75,0,,,,,,,26.668188866668302,None,d,0.062087599999358645,26.673057299998618,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
