trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,sound_1.started,sound_1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,input,session,date,expName,psychopyVersion,frameRate,
76,0,76,0,,,,,,,26.77794963333193,None,d,0.06816760000219801,26.770462000000407,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
77,0,77,0,,,,,,,26.871365033334342,None,d,0.04045559999940451,26.86147699999856,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
78,0,78,0,,,,,,,26.9391885333321,None,d,0.07773599999927683,26.92906700000094,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
79,0,79,0,,,,,,,27.057776733334805,None,d,0.030383199999050703,27.04884690000108,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
80,0,80,0,,,,,,,27.111188833333046,None,d,0.14981379999881028,27.10124039999937,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
81,0,81,0,,,,,,,27.28461083333289,None,d,0.06401499999992666,27.273798700000043,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
82,0,82,0,,,,,,,27.39274023333249,None,d,0.028098399998270907,27.384257999998226,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
83,0,83,0,,,,,,,27.444993333334907,None,d,0.060086999998020474,27.4344514000004,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
84,0,84,0,,,,,,,27.52602173333483,None,d,0.05566429999817046,27.51560039999822,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
85,0,85,0,,,,,,,27.604918833335006,None,d,0.05228920000081416,27.59545900000012,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
86,0,86,0,,,,,,,27.685960833332985,None,d,0.06082139999853098,27.676260000000184,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
87,0,87,0,,,,,,,27.778242733333656,None,d,0.057139200001984136,27.76862970000002,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
88,0,88,0,,,,,,,27.859634133332776,None,d,0.1428139999989071,27.84927779999998,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
89,0,89,0,,,,,,,28.01501016666613,None,d,0.07316759999957867,28.019815700001345,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
90,0,90,0,,,,,,,28.126616833331838,None,d,0.05540810000093188,28.11821549999877,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
91,0,91,0,,,,,,,28.218526133332972,None,d,0.05288329999893904,28.20790130000023,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
92,0,92,0,,,,,,,28.299492233335087,None,d,0.12216450000050827,28.287788400000863,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
93,0,93,0,,,,,,,28.46002463333255,None,d,0.0507623000012245,28.448393200000282,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
94,0,94,0,,,,,,,28.5386734333338,None,d,0.04966380000041681,28.530201699999452,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
95,0,95,0,,,,,,,28.618579533333588,None,d,0.07290570000259322,28.608272900000884,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
96,0,96,0,,,,,,,28.72659913333385,None,d,0.04771980000077747,28.718067900001188,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
97,0,97,0,,,,,,,28.805193433334836,None,d,0.1325412000005599,28.79500619999817,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
98,0,98,0,,,,,,,28.96536743333175,None,d,0.1514205999992555,28.95451150000008,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
99,0,99,0,,,,,,,29.13904233333281,None,d,0.059021900000516325,29.128620700001193,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
100,0,100,0,,,,,,,29.232138533334847,None,d,0.027099700000690063,29.221604300000763,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
101,0,101,0,,,,,,,29.286967933334864,None,d,0.07686850000027334,29.277155100000527,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
102,0,102,0,,,,,,,29.39339293333299,None,d,0.055484700002125464,29.384257000001526,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
103,0,103,0,,,,,,,29.47208883333272,None,d,0.14298690000214265,29.46240680000119,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
104,0,104,0,,,,,,,29.629019666667105,None,d,0.092373100000259,29.634156500000245,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
105,0,105,0,,,,,,,29.7653258333344,None,d,0.13281889999780105,29.755578299998888,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
106,0,106,0,,,,,,,29.938862433333753,None,d,0.10577449999982491,29.92844999999943,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
107,0,107,0,,,,,,,30.072469733332156,None,d,0.12773190000007162,30.061391100000037,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
108,0,108,0,,,,,,,30.232397933334624,None,d,0.38882250000096974,30.225880900001357,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
109,0,109,0,,,,,,,30.672590733331646,None,d,0.10678969999935362,30.66236199999912,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
110,0,110,0,,,,,,,30.806061633331893,None,d,0.16102289999980712,30.796295399999508,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
111,0,111,0,,,,,,,31.006339633332146,None,d,0.14560179999898537,30.996496100000513,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
112,0,112,0,,,,,,,31.179364933334483,None,d,0.12267179999980726,31.177887499998178,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
113,0,113,0,,,,,,,31.340258633332752,None,d,0.12418389999947976,31.329594999999244,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
114,0,114,0,,,,,,,31.48754453333507,None,d,0.5488318999996409,31.477179000001343,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
115,0,115,0,,,,,,,32.05965203333156,None,d,0.14372720000028494,32.048335399998905,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
116,0,116,0,,,,,,,32.23340663333195,None,d,0.12625850000040373,32.22359480000159,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
117,0,117,0,,,,,,,32.392963233331585,None,d,0.11268779999954859,32.38130319999982,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
118,0,118,0,,,,,,,32.51072276666697,None,d,0.1352934999995341,32.51541680000082,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
119,0,119,0,,,,,,,32.686730533333076,None,d,0.12874549999833107,32.67563919999884,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
120,0,120,0,,,,,,,32.84676153333251,None,d,0.14763180000227294,32.8360646000001,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
121,0,121,0,,,,,,,33.020231033333886,None,d,0.18469109999932698,33.011672500000714,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
122,0,122,0,,,,,,,33.23356613333502,None,d,0.27686979999998584,33.22336970000106,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
123,0,123,0,,,,,,,33.553550033332186,None,d,0.18717239999750745,33.54341280000153,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
124,0,124,0,,,,,,,33.76669193333194,None,d,0.13349640000160434,33.756577399999514,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
125,0,125,0,,,,,,,33.92693643333453,None,d,0.14398110000183806,33.91665959999955,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
126,0,126,0,,,,,,,34.1003392333337,None,d,0.15254270000150427,34.090058199999476,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
127,0,127,0,,,,,,,34.28759843333367,None,d,0.14201980000143521,34.27729209999961,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
128,0,128,0,,,,,,,34.4607972333329,None,d,0.13419290000092587,34.45120289999977,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
129,0,129,0,,,,,,,34.61905596666499,None,d,0.13333979999879375,34.62427540000135,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
130,0,130,0,,,,,,,34.79410063333174,None,d,0.14487450000160607,34.783275500001764,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
131,0,131,0,,,,,,,34.96739933333495,None,d,0.15278789999865694,34.957210399999894,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
132,0,132,0,,,,,,,35.16781913333446,None,d,0.11897870000029798,35.157431700001325,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
133,0,133,0,,,,,,,35.314358633332205,None,d,0.16900380000151927,35.30432419999852,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
134,0,134,0,,,,,,,35.51557373333392,None,d,0.12121040000056382,35.505156800001714,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
135,0,135,0,,,,,,,35.661426933333615,None,d,0.14844950000042445,35.65057660000093,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
136,0,136,0,,,,,,,35.834487533331895,None,d,0.13054679999913787,35.823374200001126,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
137,0,137,0,,,,,,,35.99555563333391,None,d,0.12928000000101747,35.98691279999912,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
138,0,138,0,,,,,,,36.167894533333794,None,d,0.11842800000158604,36.15770110000085,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
139,0,139,0,,,,,,,36.31466993333427,None,d,0.13405259999854024,36.30328770000051,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
140,0,140,0,,,,,,,36.474765933333885,None,d,0.16030440000031376,36.464039700000285,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
141,0,141,0,,,,,,,36.66291283333388,None,d,0.1372382999979891,36.65289990000019,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
142,0,142,0,,,,,,,36.83487093333363,None,d,0.15470920000007027,36.82457430000068,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
143,0,143,0,,,,,,,37.03581733333388,None,d,0.6872201000005589,37.026298199998564,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
144,0,144,0,,,,,,,37.75570593333444,None,d,0.16357959999731975,37.74485350000032,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
145,0,145,0,,,,,,,37.92533946666687,None,d,0.19243249999999534,37.930164099998365,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
146,0,146,0,,,,,,,38.15654573333498,None,d,2.021101099999214,38.145910499999445,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
147,0,147,0,,,,,,,40.209519033331645,None,d,0.1569902999981423,40.198726300001,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
148,0,148,0,,,,,,,40.39621833333197,None,d,0.12626630000158912,40.3852670999986,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
149,0,149,0,,,,,,,40.55626603333488,None,d,0.1195255000020552,40.546055899998464,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
150,0,150,0,,,,,,,40.70292573333475,None,d,0.13013230000069598,40.691726400000334,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
151,0,151,0,,,,,,,40.863086933332426,None,d,0.10666009999840753,40.852497399999265,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
152,0,152,0,,,,,,,40.99734223333192,None,d,0.12942029999976512,40.98699670000133,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
153,0,153,0,,,,,,,41.156343533334194,None,d,0.13234970000121393,41.14658939999936,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
154,0,154,0,,,,,,,41.32985063333447,None,d,0.1170486000009987,41.31928540000081,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
155,0,155,0,,,,,,,41.47668553333327,None,d,0.1217274999980873,41.46595080000043,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
156,0,156,0,,,,,,,41.62351013333367,None,d,0.13688379999803146,41.61353990000134,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
157,0,157,0,,,,,,,41.797961433334905,None,d,0.11245770000095945,41.78794850000122,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
158,0,158,0,,,,,,,41.944811533333024,None,d,0.12148289999822737,41.93452320000142,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
159,0,159,0,,,,,,,42.091173633333284,None,d,0.13609469999937573,42.081216499998845,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
160,0,160,0,,,,,,,42.24991013333468,None,d,0.14707909999924595,42.23973570000089,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
161,0,161,0,,,,,,,42.42389943333231,None,d,0.7249902000003203,42.4134269999995,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
162,0,162,0,,,,,,,43.17081343333169,None,d,0.22644650000074762,43.16013480000038,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
163,0,163,0,,,,,,,43.42516163333178,None,d,0.3207756000010704,43.41452059999938,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
164,0,164,0,,,,,,,43.77068233333242,None,d,0.15534210000259918,43.76049950000015,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
165,0,165,0,,,,,,,43.95754333333437,None,d,0.1431817000011506,43.94682549999925,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
166,0,166,0,,,,,,,44.14436303333471,None,d,0.14949450000131037,44.13469350000014,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
167,0,167,0,,,,,,,44.30102766666484,None,d,0.171322300000611,44.30559830000129,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
168,0,168,0,,,,,,,44.51770543333308,None,d,0.14188519999879645,44.50733089999994,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
169,0,169,0,,,,,,,44.69113993333352,None,d,0.20303749999948195,44.682172799999535,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
170,0,170,0,,,,,,,44.917870533332945,None,d,0.17391660000066622,44.908907199998794,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
171,0,171,0,,,,,,,45.11841573333416,None,d,2.4916472999975667,45.1078720000005,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
172,0,172,0,,,,,,,47.63890393333398,None,d,0.1330831000013859,47.62823610000123,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
173,0,173,0,,,,,,,47.79872473333356,None,d,0.2677876000016113,47.788279199998215,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
174,0,174,0,,,,,,,48.105736933332565,None,d,0.1264539000003424,48.094971200000145,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
175,0,175,0,,,,,,,48.26568073333377,None,d,0.1229092000030505,48.254524399999355,None,,0.2,001,2020_Oct_16_1656,temp,2020.1.3,None,
