desired_db,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,press_space.started,press_space.stopped,title_text.started,title_text.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,level,date,expName,psychopyVersion,frameRate,
,,,,,8.636838099999977,None,8.636838099999977,None,space,1,1.0228855000000294,8.636838099999977,None,,,,,,,,,,,,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
30,0,0,0,0,,,,,,,,,,9.721486299999924,None,9.721486299999924,None,9.719920399999841,None,space,1,2.6075307000000976,9.721486299999924,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
35,0,1,1,1,,,,,,,,,,12.355882999999949,None,12.355882999999949,None,12.355419499999993,None,space,1,0.4071721999998772,12.355882999999949,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
40,0,2,2,2,,,,,,,,,,12.789317499999925,None,12.789317499999925,None,12.78936119999987,None,space,1,0.12771520000001146,12.789317499999925,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
45,0,3,3,3,,,,,,,,,,12.939560399999891,None,12.939560399999891,None,12.939529699999934,None,space,1,0.12649219999980232,12.939560399999891,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
50,0,4,4,4,,,,,,,,,,13.089774799999986,None,13.089774799999986,None,13.089818099999842,None,space,1,0.1293974000000162,13.089774799999986,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
55,0,5,5,5,,,,,,,,,,13.239729699999998,None,13.239729699999998,None,13.23970229999993,None,space,1,0.7379147000001467,13.239729699999998,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
60,0,6,6,6,,,,,,,,,,14.00759149999999,None,14.00759149999999,None,14.0072606999998,None,space,1,0.16605479999998352,14.00759149999999,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
65,0,7,7,7,,,,,,,,,,14.190959699999894,None,14.190959699999894,None,14.191079799999965,None,space,1,1.3729712000001655,14.190959699999894,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
70,0,8,8,8,,,,,,,,,,15.592198499999995,None,15.592198499999995,None,15.592268699999817,None,space,1,0.3768714000000273,15.592198499999995,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
75,0,9,9,9,,,,,,,,,,15.992693599999939,None,15.992693599999939,None,15.992661099999918,None,space,1,0.9838542999998481,15.992693599999939,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
80,0,10,10,10,,,,,,,,,,16.993861299999935,None,16.993861299999935,None,16.993850399999996,None,space,1,0.4583947999999509,16.993861299999935,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
85,0,11,11,11,,,,,,,,,,17.477920299999823,None,17.477920299999823,None,17.477546799999867,None,space,1,0.45460689999981696,17.477920299999823,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
90,0,12,12,12,,,,,,,,,,17.961258499999985,None,17.961258499999985,None,17.9613591999999,None,space,1,0.36966050000000905,17.961258499999985,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
95,0,13,13,13,,,,,,,,,,18.361573399999997,None,18.361573399999997,None,18.361739499999953,None,space,1,1.4361458999999286,18.361573399999997,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
100,0,14,14,14,,,,,,,,,,19.813287799999898,None,19.813287799999898,None,19.81310899999978,None,space,1,3.157928399999946,19.813287799999898,None,,,1,2020_Nov_02_1157,headphone_calibration_check,2020.2.4,59.878984572192415,
