key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,title_text.started,title_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,0.620547600032296,7.875896299956366,None,,,,,,001,2020_Oct_20_1526,headphone_calibration,2020.1.3,60.03200906636442,
,,,,7.875896299956366,None,7.875896299956366,None,,,,,,,
