trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.9353015000001506,14.842349599999807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
,,,,,,,14.842349599999807,None,14.842349599999807,None,15.793804899999714,None,space,0,0.6072782000001098,15.793804899999714,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
,,,,,,,,,,,,,,,,,,16.427836199999774,None,space,1,0.35015900000007605,16.427836199999774,None,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
,,,,,,,,,,,,,,,,,,,,,,,,,16.79481819999978,None,space,1,0.3606969000002209,16.79481819999978,None,,,,,,,,,,,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.178604049999784,None,0,4.20155479999994,17.178937599999927,None,17.178937599999927,None,17.178937599999927,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.399755250000133,None,1,0.39059060000045065,21.402838199999906,None,21.402838199999906,None,21.402838199999906,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.81670554999996,None,0,0.5369347000000744,21.81686280000008,None,21.81686280000008,None,21.81686280000008,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
3,0.2,0.15848931924611137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.384110650000046,None,1,0.35355230000004667,22.384169599999723,None,22.384169599999723,None,22.384169599999723,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
4,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.767619150000108,None,0,0.29878649999955087,22.767858800000113,None,22.767858800000113,None,22.767858800000113,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
5,0.1,0.12589254117941673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.085074050000138,None,0,0.2710282000002735,23.08463749999987,None,23.08463749999987,None,23.08463749999987,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
6,0.1,0.15848931924611137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38530014999983,None,0,0.23626619999959075,23.385246799999777,None,23.385246799999777,None,23.385246799999777,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
7,0.1,0.199526231496888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.652094449999957,None,0,0.22930379999979777,23.65171499999974,None,23.65171499999974,None,23.65171499999974,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
8,0.1,0.25118864315095807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.902142550000143,None,0,0.17885699999987992,23.902273699999796,None,23.902273699999796,None,23.902273699999796,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
9,0.1,0.316227766016838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10266955000011,None,0,0.22809789999973873,24.10208690000013,None,24.10208690000013,None,24.10208690000013,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
10,0.1,0.39810717055349737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.352765650000173,None,0,0.23771529999976337,24.352520599999707,None,24.352520599999707,None,24.352520599999707,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
11,0.1,0.5011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.61952575,None,0,1.003640599999926,24.619367199999715,None,24.619367199999715,None,24.619367199999715,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
12,0.1,0.6309573444801935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.65404605000017,None,0,1.2492426999997406,25.653596200000038,None,25.653596200000038,None,25.653596200000038,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
13,0.1,0.7943282347242818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.92162794999981,None,0,0.9197289999997338,26.921607399999857,None,26.921607399999857,None,26.921607399999857,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
14,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.87263984999995,None,1,1.6319438999998965,27.8726079999999,None,27.8726079999999,None,27.8726079999999,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
15,0.05,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.524747250000154,None,0,2.265142300000207,29.524325999999974,None,29.524325999999974,None,29.524325999999974,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
16,0.05,0.8912509381337455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.80983394999989,None,1,0.6563316000001578,31.809951200000114,None,31.809951200000114,None,31.809951200000114,None,,001,2020_Nov_02_1210,headphone_calibration,2020.2.4,59.93752112791051,
