trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.08369269996183,9.190331199963111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
,,,,,,,9.190331199963111,None,10.300164100015536,None,space,0,0.516533599991817,10.300164100015536,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
,,,,,,,,,,,,,,,,10.83272120001493,None,space,1,0.48349950002739206,10.83272120001493,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
,,,,,,,,,,,,,,,,,,,,,,,11.332652599958237,None,space,1,0.46420930000022054,11.332652599958237,None,,,,,,,,,,,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.815575069974875,None,0,0.16786889999639243,11.814872699964326,None,11.814872699964326,None,11.814872699964326,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.031682140007614,None,0,0.150490699976217,12.028281099977903,None,12.028281099977903,None,12.028281099977903,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.198025470011634,None,0,0.13892360002500936,12.19805909995921,None,12.19805909995921,None,12.19805909995921,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.364795869967201,None,0,0.13856739999027923,12.364529200014658,None,12.364529200014658,None,12.364529200014658,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
4,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.531253869988722,None,1,0.09447750000981614,12.53101009997772,None,12.53101009997772,None,12.53101009997772,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
5,0.3,0.5011872336272724,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.647532669996144,None,1,0.11993769998662174,12.649349499959499,None,12.649349499959499,None,12.649349499959499,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
6,0.3,0.25118864315095807,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.797373469971353,None,1,0.11254160001408309,12.797285899985582,None,12.797285899985582,None,12.797285899985582,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
7,0.3,0.12589254117941676,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.93076546996017,None,1,0.12663899996550754,12.930842100002337,None,12.930842100002337,None,12.930842100002337,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
8,0.3,0.06309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.080512469977839,None,1,0.1102561000152491,13.080537999980152,None,13.080537999980152,None,13.080537999980152,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
9,0.3,0.031622776601683805,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.213835569965886,None,1,0.12494559999322519,13.213708699971903,None,13.213708699971903,None,13.213708699971903,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
10,0.3,0.01584893192461114,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.363565069966716,None,1,0.11314929998479784,13.36362029996235,None,13.36362029996235,None,13.36362029996235,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
11,0.3,0.007943282347242819,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.496696970012271,None,1,0.13786020001862198,13.496732699975837,None,13.496732699975837,None,13.496732699975837,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
12,0.2,0.003981071705534974,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.66331217000843,None,0,0.16310930001782253,13.663421900011599,None,13.663421900011599,None,13.663421900011599,None,,001,2020_Oct_20_1514,headphone_calibration,2020.1.3,60.18310105963869,
