trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,press_space.started,press_space.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.621246799997607,19.477801699998963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
,,,,,,,19.477801699998963,None,19.477801699998963,None,20.12906259999727,None,space,0,0.2898519000009401,20.12906259999727,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
,,,,,,,,,,,,,,,,,,20.446308799997496,None,space,1,0.26475719999871217,20.446308799997496,None,,,,,,,,,,,,,,,,,,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
,,,,,,,,,,,,,,,,,,,,,,,,,20.72968359999868,None,space,1,0.3513022000006458,20.72968359999868,None,,,,,,,,,,,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.497940449999078,None,0,6.5084939999978815,21.499612499999785,None,21.499612499999785,None,21.499612499999785,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.43804094999905,None,0,1.0621417000002111,28.443465199998172,None,28.443465199998172,None,28.443465199998172,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.922708849999253,None,0,0.7278273000010813,29.91759109999839,None,29.91759109999839,None,29.91759109999839,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.075443650001034,None,1,0.7000588999981119,31.070730799998273,None,31.070730799998273,None,31.070730799998273,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
4,0.2,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.191541049998705,None,0,0.8273158000010881,32.18873809999786,None,32.18873809999786,None,32.18873809999786,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
5,0.2,0.6309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.443073849999564,None,0,0.6110682999969868,33.44295169999896,None,33.44295169999896,None,33.44295169999896,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
6,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47734594999747,None,1,3.5287719999978435,34.4756970999988,None,34.4756970999988,None,34.4756970999988,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
7,0.2,0.6309573444801932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44783243999918,None,1,0.030218299998523435,38.444938299999194,None,38.444938299999194,None,38.444938299999194,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
8,0.2,0.3981071705534972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89853045000018,None,1,0.05163190000166651,38.899150099998224,None,38.899150099998224,None,38.899150099998224,None,,001,2020_Nov_02_1613,headphone_calibration,2020.2.4,59.86109830732932,
