trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.7061770000145771,14.931382899987511,None,,,,,,,,,,,,,,001,2020_Oct_19_1642,headphone_calibration,2020.1.3,59.96091747655104,
,,,,,,,14.931382899987511,None,302.1549846299866,None,1,0.7509663000237197,302.15482970001176,None,302.15482970001176,None,302.15482970001176,None,,,,,,,
