3.5540 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
12.5738 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

12.5741 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E9B6604128>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E9B66679B0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.5741 	EXP 	window1: recordFrameIntervals = False
12.7339 	EXP 	window1: recordFrameIntervals = True
12.8272 	WARNING 	t of last frame was 26.81ms (=1/37)
12.8938 	WARNING 	t of last frame was 26.78ms (=1/37)
12.9608 	WARNING 	t of last frame was 27.01ms (=1/37)
13.0274 	WARNING 	t of last frame was 26.94ms (=1/37)
13.0941 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
14.4014 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

14.6485 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
14.6619 	EXP 	Sound sound_1 set volume 1.000
14.6776 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
14.6824 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
14.7122 	EXP 	text: autoDraw = True
15.4595 	DATA 	Mouse: Left button down, pos=(811,239)
15.5926 	DATA 	Mouse:  Left button up, pos=(811,239)
15.8192 	DATA 	Keypress: space
15.8444 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (6).
15.8562 	EXP 	text: autoDraw = False
15.8562 	EXP 	level_text: text = 0.1
15.8562 	EXP 	question_text: autoDraw = True
15.8562 	EXP 	level_text: autoDraw = True
19.9292 	DATA 	Keypress: up
19.9317 	EXP 	question_text: autoDraw = False
19.9317 	EXP 	level_text: autoDraw = False
19.9317 	EXP 	level_text: text = 0.6309573444801934
19.9317 	EXP 	question_text: autoDraw = True
19.9317 	EXP 	level_text: autoDraw = True
21.4379 	DATA 	Keypress: up
21.4439 	EXP 	question_text: autoDraw = False
21.4439 	EXP 	level_text: autoDraw = False
21.4439 	EXP 	level_text: text = 1
21.4439 	EXP 	question_text: autoDraw = True
21.4439 	EXP 	level_text: autoDraw = True
23.5225 	DATA 	Keypress: down
23.5258 	EXP 	question_text: autoDraw = False
23.5258 	EXP 	level_text: autoDraw = False
23.5258 	EXP 	level_text: text = 0.15848931924611132
23.5258 	EXP 	question_text: autoDraw = True
23.5258 	EXP 	level_text: autoDraw = True
