key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,title_text.started,title_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
space,1.4048828999511898,12.655694300017785,None,,,,,,001,2020_Oct_20_1541,headphone_calibration,2020.1.3,60.12115615956337,
,,,,12.655694300017785,None,12.655694300017785,None,,,,,,,
