trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.3517485999618657,9.900010099983774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
,,,,,,,9.900010099983774,None,10.27112260001013,None,space,0,0.3509778000297956,10.27112260001013,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
,,,,,,,,,,,,,,,,10.637481199984904,None,space,1,0.28714680002303794,10.637481199984904,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
,,,,,,,,,,,,,,,,,,,,,,,10.954342900018673,None,space,1,0.26312449999386445,10.954342900018673,None,,,,,,,,,,,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.237045219982974,None,0,0.7759854000178166,11.236926699988544,None,11.236926699988544,None,11.236926699988544,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05274074000772,None,0,0.14321090001612902,12.049246900016442,None,12.049246900016442,None,12.049246900016442,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
2,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.220296419982333,None,0,0.12524830002803355,12.219477300008293,None,12.219477300008293,None,12.219477300008293,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
3,0.3,0.7943282347242815,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.369423519994598,None,1,0.2272182999877259,12.369216200022493,None,12.369216200022493,None,12.369216200022493,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
4,0.3,0.39810717055349726,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.619422619987745,None,1,0.14324419997865334,12.619137400004547,None,12.619137400004547,None,12.619137400004547,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
5,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.785346820019186,None,1,0.11906439997255802,12.785485800006427,None,12.785485800006427,None,12.785485800006427,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
6,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.935426820011344,None,1,0.12753269996028394,12.934854299994186,None,12.934854299994186,None,12.934854299994186,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
7,0.3,0.050118723362727234,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.085022319981363,None,1,0.37416800000937656,13.085143800009973,None,13.085143800009973,None,13.085143800009973,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
8,0.3,0.025118864315095805,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.484841220022645,None,1,0.29993179999291897,13.484967500029597,None,13.484967500029597,None,13.484967500029597,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
9,0.3,0.012589254117941675,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.801172320032492,None,1,0.28209290001541376,13.801293700002134,None,13.801293700002134,None,13.801293700002134,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
10,0.3,0.006309573444801934,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.100888920016587,None,1,0.28211949998512864,14.100884200015571,None,14.100884200015571,None,14.100884200015571,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
11,0.2,0.0031622776601683803,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.400750519998837,None,0,0.7743867000099272,14.400431799993385,None,14.400431799993385,None,14.400431799993385,None,,001,2020_Oct_20_1454,headphone_calibration,2020.1.3,60.1425981006734,
