trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.7203763000434265,12.873698699986562,None,,,,,,,,,,,,,,001,2020_Oct_19_1630,headphone_calibration,2020.1.3,59.954662281161674,
,,,,,,,12.873698699986562,None,105.27348270998918,None,0,0.13922519999323413,105.27336689998629,None,105.27336689998629,None,105.27336689998629,None,,,,,,,
