trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,title_text.started,title_text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,sound_1.started,sound_1.stopped,trials.response,key_resp.rt,key_resp.started,key_resp.stopped,question_text.started,question_text.stopped,level_text.started,level_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,1.0638373999972828,31.764652899990324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
,,,,,,,31.764652899990324,None,31.764652899990324,None,32.84752929996466,None,space,0,0.3865635000402108,32.84752929996466,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
,,,,,,,,,,,,,,,,,,33.26592719997279,None,space,1,0.6870968000148423,33.26592719997279,None,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
,,,,,,,,,,,,,,,,,,,,,,,,,33.98303709999891,None,space,1,1.1815324000199325,33.98303709999891,None,,,,,,,,,,,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
0,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.18416476999992,None,0,0.955435200012289,35.187120399961714,None,35.187120399961714,None,35.187120399961714,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
1,0.3,0.19952623149688797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.185581139975696,None,1,0.31503840000368655,36.180922299972735,None,36.180922299972735,None,36.180922299972735,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
2,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.51789166998933,None,1,0.3615319000091404,36.5180771999876,None,36.5180771999876,None,36.5180771999876,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
3,0.2,0.050118723362727234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.90283386996598,None,0,0.31312479998450726,36.906017199973576,None,36.906017199973576,None,36.906017199973576,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
4,0.2,0.07943282347242817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.23533046995872,None,0,0.38012650003656745,37.23575059999712,None,37.23575059999712,None,37.23575059999712,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
5,0.2,0.12589254117941676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.63601337000146,None,0,0.1456776999984868,37.63622609997401,None,37.63622609997401,None,37.63622609997401,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
6,0.2,0.19952623149688803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.80265096999356,None,0,0.15879990003304556,37.802477499993984,None,37.802477499993984,None,37.802477499993984,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
7,0.2,0.31622776601683805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.98602746996912,None,0,0.18561709998175502,37.98643989994889,None,37.98643989994889,None,37.98643989994889,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
8,0.2,0.5011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.202935569972034,None,0,0.2841994999907911,38.20364879997214,None,38.20364879997214,None,38.20364879997214,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
9,0.2,0.7943282347242818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.503209369949765,None,1,0.3177813999936916,38.503182199958246,None,38.503182199958246,None,38.503182199958246,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
10,0.2,0.5011872336272725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.836866569990526,None,1,0.16994180000619963,38.836810699955095,None,38.836810699955095,None,38.836810699955095,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
11,0.2,0.31622776601683805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03742136997753,None,1,0.11434189998544753,39.03706829994917,None,39.03706829994917,None,39.03706829994917,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
12,0.1,0.19952623149688803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.17048296995345,None,0,1.6530176000087522,39.170573899988085,None,39.170573899988085,None,39.170573899988085,None,,001,2020_Oct_20_1645,headphone_calibration,2020.2.4,59.79094693527566,
