press_space.startedautopress_space.stoppedautotitle_text.startedautotitle_text.stoppedautokey_resp.keysautokey_resp.corrautokey_resp.rtautokey_resp.startedautokey_resp.stoppedautoparticipantautosessionautodateautoexpNameautopsychopyVersionautoframeRateauto
11.98638179997215autoNoneauto11.98638179997215autoNoneautospaceauto1auto1.0292040000203997auto11.98638179997215autoNoneautoauto001auto2020_Oct_20_1708autoheadphone_calibration_checkauto2020.2.4auto60.07001760720518auto
