4.1047 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
25.2155 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000013D4D247240>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000013D4D2A8AC8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
25.2155 	EXP 	window1: recordFrameIntervals = False
25.3815 	EXP 	window1: recordFrameIntervals = True
25.5654 	EXP 	window1: recordFrameIntervals = False
25.8962 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
25.9178 	EXP 	Sound sound_1 set volume 1.000
25.9347 	EXP 	Created question_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='question_text', opacity=1.0, ori=0, pos=array([0. , 0.2]), rgb=array([255., 255., 255.]), text="'Does your db SPL meter read 113 db SPL?'", units='height', win=Window(...), wrapWidth=1)
25.9398 	EXP 	Created level_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='level_text', opacity=1.0, ori=0, pos=array([ 0. , -0.2]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
25.9691 	EXP 	text: autoDraw = True
28.2055 	DATA 	Mouse: Left button down, pos=(521,308)
28.3053 	DATA 	Mouse:  Left button up, pos=(521,308)
28.4389 	DATA 	Keypress: space
28.4552 	WARNING 	Increasing number of minimum required reversals to the number of step sizes, (11).
28.4680 	EXP 	text: autoDraw = False
28.4680 	EXP 	level_text: text = 0.1
28.4680 	EXP 	question_text: autoDraw = True
28.4680 	EXP 	level_text: autoDraw = True
30.0546 	DATA 	Keypress: up
30.0576 	EXP 	question_text: autoDraw = False
30.0576 	EXP 	level_text: autoDraw = False
30.0576 	EXP 	level_text: text = 0.6309573444801934
30.0576 	EXP 	question_text: autoDraw = True
30.0576 	EXP 	level_text: autoDraw = True
30.7110 	DATA 	Keypress: up
30.7203 	EXP 	question_text: autoDraw = False
30.7203 	EXP 	level_text: autoDraw = False
30.7203 	EXP 	level_text: text = 1
30.7203 	EXP 	question_text: autoDraw = True
30.7203 	EXP 	level_text: autoDraw = True
31.8333 	DATA 	Keypress: down
31.8380 	EXP 	question_text: autoDraw = False
31.8380 	EXP 	level_text: autoDraw = False
31.8380 	EXP 	level_text: text = 0.15848931924611132
31.8380 	EXP 	question_text: autoDraw = True
31.8380 	EXP 	level_text: autoDraw = True
32.4974 	DATA 	Keypress: up
32.5052 	EXP 	question_text: autoDraw = False
32.5052 	EXP 	level_text: autoDraw = False
32.5052 	EXP 	level_text: text = 0.630957344480193
32.5052 	EXP 	question_text: autoDraw = True
32.5052 	EXP 	level_text: autoDraw = True
33.5983 	DATA 	Keypress: up
33.6065 	EXP 	question_text: autoDraw = False
33.6065 	EXP 	level_text: autoDraw = False
33.6065 	EXP 	level_text: text = 1
33.6065 	EXP 	question_text: autoDraw = True
33.6065 	EXP 	level_text: autoDraw = True
34.7212 	DATA 	Keypress: down
34.7260 	EXP 	question_text: autoDraw = False
34.7260 	EXP 	level_text: autoDraw = False
34.7260 	EXP 	level_text: text = 0.251188643150958
34.7260 	EXP 	question_text: autoDraw = True
34.7260 	EXP 	level_text: autoDraw = True
35.3682 	DATA 	Keypress: up
35.3747 	EXP 	question_text: autoDraw = False
35.3747 	EXP 	level_text: autoDraw = False
35.3747 	EXP 	level_text: text = 0.6309573444801932
35.3747 	EXP 	question_text: autoDraw = True
35.3747 	EXP 	level_text: autoDraw = True
