trials.thisTrialN,trials.stepSize,trials.intensity,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_3.started,text_3.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,space,0.2907946999766864,6.90319590002764,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Oct_20_1445,headphone_calibration,2020.1.3,60.05760726205505,
,,,,,,,6.90319590002764,None,7.214141400007065,None,space,0,0.16936709999572486,7.214141400007065,None,,,,,,,,,,,,,,,,001,2020_Oct_20_1445,headphone_calibration,2020.1.3,60.05760726205505,
,,,,,,,,,,,,,,,,7.414053000044078,None,space,1,0.11527320003369823,7.414053000044078,None,,,,,,,,,001,2020_Oct_20_1445,headphone_calibration,2020.1.3,60.05760726205505,
,,,,,,,,,,,,,,,,,,,,,,,7.547245500027202,None,space,1,0.13069990003714338,7.547245500027202,None,,001,2020_Oct_20_1445,headphone_calibration,2020.1.3,60.05760726205505,
